Row.names	PathwayMutatedGenes	BRCAXCancer_NumNonMuts	BRCAXCancer_NumMuts	BRCAXControl_NumNonMuts	BRCAXControl_NumMuts	BRCAXCancer_MutationRate	BRCAXControl_MutationRate	FisherOddsRatio	Fisher_P	ExactTestStatistic	Exact_P
KEGG_RNA_TRANSPORT	EIF3A(1),EIF4G3(1),NUP155(1),THOC5(1);NUP93(1),PABPC3(1),THOC5(1)	8	3	4	3	0.272727272727	0.428571428571	1.92153754047368	0.427601809954751	0.683763458757828	0.338710116261245
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS	MDM2(3);CDC27(1),MDM2(1),UBE3B(1)	8	3	4	3	0.272727272727	0.428571428571	1.92153754047368	0.427601809954751	0.683763458757828	0.338710116261245
REACTOME_AMINO_ACID_TRANSPORT_ACROSS_THE_PLASMA_MEMBRANE	SLC7A3(3);SLC6A12(2),SLC7A3(1)	8	3	4	3	0.272727272727	0.428571428571	1.92153754047368	0.427601809954751	0.683763458757828	0.338710116261245
REACTOME_PYRUVATE_METABOLISM_AND_TCA_CYCLE	IDH3A(2),SUCLG2(1);LDHA(1),PDHX(1),SLC16A8(1)	8	3	4	3	0.272727272727	0.428571428571	1.92153754047368	0.427601809954751	0.683763458757828	0.338710116261245
REACTOME_STABILIZATION_OF_P53	MDM2(3);MDM2(1),PSMB4(1),PSMD1(1)	8	3	4	3	0.272727272727	0.428571428571	1.92153754047368	0.427601809954751	0.683763458757828	0.338710116261245
KEGG_PURINE_METABOLISM	ENTPD4(1),ENTPD6(1),NME7(1),NT5C2(1),NT5C3(2),NT5M(1),PAPSS1(1),POLE2(1);ENTPD8(1),GMPS(1),NME7(1),PGM2(1),PNPT1(1),POLE2(1),POLR1A(1)	3	8	1	6	0.727272727273	0.857142857143	2.15649277465675	0.485294117647059	0.646095738380922	0.363083509004833
REACTOME_DIABETES_PATHWAYS	ADRA2C(1),BCHE(1),GLP1R(1),IDH3A(2),IGFBP2(1),NDUFA6(1),NDUFV1(1),PFKP(1),RPL7(2),RPS16(1),SUCLG2(1);ATF6(1),IGFBP2(1),PDHX(1),RAPGEF4(1),RPN1(2),SEC11C(1),SRP14(1),SRP68(1),UQCRC1(1)	3	8	1	6	0.727272727273	0.857142857143	2.15649277465675	0.485294117647059	0.646095738380922	0.363083509004833
REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT	SLC15A4(2),SLC1A3(1),SLC26A2(4),SLC2A11(1),SLC2A3(1),SLC2A4(1),SLC5A7(1),SLC7A3(3),SLC9A6(1);RHCG(1),SLC12A7(1),SLC16A8(1),SLC1A3(1),SLC39A3(1),SLC39A4(2),SLC6A12(2),SLC7A3(1)	3	8	1	6	0.727272727273	0.857142857143	2.15649277465675	0.485294117647059	0.646095738380922	0.363083509004833
KEGG_GALACTOSE_METABOLISM	GAA(1),PFKP(1);GLA(1),PGM2(1)	9	2	5	2	0.181818181818	0.285714285714	1.74002124206682	0.514705882352941	0.516876590704738	0.36308350904411
KEGG_GAP_JUNCTION	DRD1(1),TUBAL3(2);MAP3K2(1),PDGFRA(1)	9	2	5	2	0.181818181818	0.285714285714	1.74002124206682	0.514705882352941	0.516876590704738	0.36308350904411
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	ADPGK(1),GALM(1),PFKP(1),PGK2(1);LDHA(1),PGM2(1)	9	2	5	2	0.181818181818	0.285714285714	1.74002124206682	0.514705882352941	0.516876590704738	0.36308350904411
KEGG_GNRH_SIGNALING_PATHWAY	PLA2G6(1),PTK2B(1);MAP3K2(1),PTK2B(1)	9	2	5	2	0.181818181818	0.285714285714	1.74002124206682	0.514705882352941	0.516876590704738	0.36308350904411
KEGG_HEDGEHOG_SIGNALING_PATHWAY	WNT2B(2);BMP6(1),IHH(1)	9	2	5	2	0.181818181818	0.285714285714	1.74002124206682	0.514705882352941	0.516876590704738	0.36308350904411
KEGG_HEMATOPOIETIC_CELL_LINEAGE	ITGA4(2);CD1C(1),GP1BA(1)	9	2	5	2	0.181818181818	0.285714285714	1.74002124206682	0.514705882352941	0.516876590704738	0.36308350904411
KEGG_SPHINGOLIPID_METABOLISM	SGPP2(1),SPHK1(1);ACER1(1),DEGS1(1),GLA(1),NEU3(1)	9	2	5	2	0.181818181818	0.285714285714	1.74002124206682	0.514705882352941	0.516876590704738	0.36308350904411
REACTOME_DOWN_STREAM_SIGNAL_TRANSDUCTION	PIK3CA(2);PDGFRA(1),RASA1(1),STAT5A(1)	9	2	5	2	0.181818181818	0.285714285714	1.74002124206682	0.514705882352941	0.516876590704738	0.36308350904411
REACTOME_ENERGY_DEPENDENT_REGULATION_OF_MTOR_BY_LKB1_AMPK	RPTOR(2);PRKAG3(1),RPTOR(1)	9	2	5	2	0.181818181818	0.285714285714	1.74002124206682	0.514705882352941	0.516876590704738	0.36308350904411
REACTOME_MRNA_SPLICING	CLP1(1),HNRNPR(1);CLP1(1),DHX9(1)	9	2	5	2	0.181818181818	0.285714285714	1.74002124206682	0.514705882352941	0.516876590704738	0.36308350904411
REACTOME_MTOR_SIGNALLING	MTOR(1),RPTOR(2);PRKAG3(1),RPTOR(1)	9	2	5	2	0.181818181818	0.285714285714	1.74002124206682	0.514705882352941	0.516876590704738	0.36308350904411
REACTOME_NUCLEAR_RECEPTOR_TRANSCRIPTION_PATHWAY	NR0B1(1),NR1D2(1);NR1H4(1),NR2F6(1)	9	2	5	2	0.181818181818	0.285714285714	1.74002124206682	0.514705882352941	0.516876590704738	0.36308350904411
REACTOME_PHASE_II_CONJUGATION	GSTO1(1),UGT1A3(2);GSTA5(1),GSTM5(1)	9	2	5	2	0.181818181818	0.285714285714	1.74002124206682	0.514705882352941	0.516876590704738	0.36308350904411
REACTOME_PLATELET_DEGRANULATION	FGB(1),LAMP2(1),SERPINF2(1),TGFB2(1);GP1BA(1),TLN1(1)	9	2	5	2	0.181818181818	0.285714285714	1.74002124206682	0.514705882352941	0.516876590704738	0.36308350904411
REACTOME_REGULATION_OF_AMPK_ACTIVITY_VIA_LKB1	RPTOR(2);PRKAG3(1),RPTOR(1)	9	2	5	2	0.181818181818	0.285714285714	1.74002124206682	0.514705882352941	0.516876590704738	0.36308350904411
REACTOME_SIGNALING_BY_BMP	SMAD7(2);SMAD6(1),SMAD7(1)	9	2	5	2	0.181818181818	0.285714285714	1.74002124206682	0.514705882352941	0.516876590704738	0.36308350904411
REACTOME_S_PHASE	DNA2(1),POLE2(1);POLE2(1),PSMB4(1),PSMD1(1)	9	2	5	2	0.181818181818	0.285714285714	1.74002124206682	0.514705882352941	0.516876590704738	0.36308350904411
REACTOME_SYNTHESIS_OF_DNA	DNA2(1),POLE2(1);POLE2(1),PSMB4(1),PSMD1(1)	9	2	5	2	0.181818181818	0.285714285714	1.74002124206682	0.514705882352941	0.516876590704738	0.36308350904411
WNT_SIGNALING	DAAM1(2),WNT2B(2);CTBP2(1),KREMEN1(1)	9	2	5	2	0.181818181818	0.285714285714	1.74002124206682	0.514705882352941	0.516876590704738	0.36308350904411
REACTOME_BIOLOGICAL_OXIDATIONS	CYP27B1(1),FMO1(1),GSTO1(1),TBXAS1(1),UGT1A3(2);CYP11B1(1),CYP7A1(1),FMO3(1),GSTA5(1),GSTM5(1)	6	5	3	4	0.454545454545	0.571428571429	1.5584126252832	0.5	0.483493778415228	0.36310000056801
REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS	ADRA1B(2),AGTR1(1),PIK3CA(2);ADRA1B(1),AVPR1B(1),CCKAR(1),PTGER1(1)	6	5	3	4	0.454545454545	0.571428571429	1.5584126252832	0.5	0.483493778415228	0.36310000056801
REACTOME_INORGANIC_CATION_ANION_SLC_TRANSPORTERS	SLC15A4(2),SLC1A3(1),SLC26A2(4),SLC7A3(3),SLC9A6(1);SLC12A7(1),SLC1A3(1),SLC6A12(2),SLC7A3(1)	6	5	3	4	0.454545454545	0.571428571429	1.5584126252832	0.5	0.483493778415228	0.36310000056801
KEGG_AXON_GUIDANCE	ABLIM3(1),ARHGEF12(1),EPHA6(1),FES(1),ROBO1(1),ROBO2(1),SEMA4D(1),SEMA4G(2);EPHA6(1),PLXNB2(1),RASA1(1),RHOD(1),ROBO1(1),ROCK2(1),SEMA3G(1),SEMA4G(1)	4	7	2	5	0.636363636364	0.714285714286	1.400856162804	0.572398190045249	0.341881729378914	0.409571220961337
BIOCARTA_CARM_ER_PATHWAY	NR0B1(1);HDAC10(1)	10	1	6	1	0.0909090909091	0.142857142857	1.61828432394207	0.640522875816994	0.341881729378914	0.427800145613483
BIOCARTA_EIF_PATHWAY	EIF3A(1),EIF4G3(1);EIF6(1)	10	1	6	1	0.0909090909091	0.142857142857	1.61828432394207	0.640522875816994	0.341881729378914	0.427800145613483
BIOCARTA_EPO_PATHWAY	PTPN6(1);STAT5A(1)	10	1	6	1	0.0909090909091	0.142857142857	1.61828432394207	0.640522875816994	0.341881729378914	0.427800145613483
BIOCARTA_ERK_PATHWAY	IGF1R(1);PDGFRA(1)	10	1	6	1	0.0909090909091	0.142857142857	1.61828432394207	0.640522875816994	0.341881729378914	0.427800145613483
BIOCARTA_FEEDER_PATHWAY	MPI(1);MPI(1)	10	1	6	1	0.0909090909091	0.142857142857	1.61828432394207	0.640522875816994	0.341881729378914	0.427800145613483
BIOCARTA_IL1R_PATHWAY	TGFB2(1);ECSIT(1)	10	1	6	1	0.0909090909091	0.142857142857	1.61828432394207	0.640522875816994	0.341881729378914	0.427800145613483
BIOCARTA_IL3_PATHWAY	PTPN6(1);STAT5A(1)	10	1	6	1	0.0909090909091	0.142857142857	1.61828432394207	0.640522875816994	0.341881729378914	0.427800145613483
BIOCARTA_MYOSIN_PATHWAY	ARHGEF12(1);PKN1(1)	10	1	6	1	0.0909090909091	0.142857142857	1.61828432394207	0.640522875816994	0.341881729378914	0.427800145613483
BIOCARTA_PYK2_PATHWAY	PTK2B(1);PTK2B(1)	10	1	6	1	0.0909090909091	0.142857142857	1.61828432394207	0.640522875816994	0.341881729378914	0.427800145613483
BIOCARTA_TOLL_PATHWAY	TLR10(1);ECSIT(1)	10	1	6	1	0.0909090909091	0.142857142857	1.61828432394207	0.640522875816994	0.341881729378914	0.427800145613483
BIOCARTA_UCALPAIN_PATHWAY	CAPN1(1);TLN1(1)	10	1	6	1	0.0909090909091	0.142857142857	1.61828432394207	0.640522875816994	0.341881729378914	0.427800145613483
KEGG_COLLECTING_DUCT_ACID_SECRETION	ATP6V1E2(1);SLC12A7(1)	10	1	6	1	0.0909090909091	0.142857142857	1.61828432394207	0.640522875816994	0.341881729378914	0.427800145613483
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE	CHPF(1);B4GALT7(1)	10	1	6	1	0.0909090909091	0.142857142857	1.61828432394207	0.640522875816994	0.341881729378914	0.427800145613483
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES	B3GNT5(1);ST3GAL4(1)	10	1	6	1	0.0909090909091	0.142857142857	1.61828432394207	0.640522875816994	0.341881729378914	0.427800145613483
KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM	ACO1(1);GRHPR(1)	10	1	6	1	0.0909090909091	0.142857142857	1.61828432394207	0.640522875816994	0.341881729378914	0.427800145613483
KEGG_MALARIA	TGFB2(1);COMP(1)	10	1	6	1	0.0909090909091	0.142857142857	1.61828432394207	0.640522875816994	0.341881729378914	0.427800145613483
KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG	HNF1A(1);NKX6-1(1)	10	1	6	1	0.0909090909091	0.142857142857	1.61828432394207	0.640522875816994	0.341881729378914	0.427800145613483
KEGG_NITROGEN_METABOLISM	CTH(1);GLUL(1)	10	1	6	1	0.0909090909091	0.142857142857	1.61828432394207	0.640522875816994	0.341881729378914	0.427800145613483
KEGG_OOCYTE_MEIOSIS	IGF1R(1);CDC27(1)	10	1	6	1	0.0909090909091	0.142857142857	1.61828432394207	0.640522875816994	0.341881729378914	0.427800145613483
KEGG_PENTOSE_PHOSPHATE_PATHWAY	PFKP(1);PGM2(1)	10	1	6	1	0.0909090909091	0.142857142857	1.61828432394207	0.640522875816994	0.341881729378914	0.427800145613483
REACTOME_ACTIVATED_TLR4_SIGNALLING	TLR10(1);ECSIT(1)	10	1	6	1	0.0909090909091	0.142857142857	1.61828432394207	0.640522875816994	0.341881729378914	0.427800145613483
REACTOME_ACTIVATION_OF_RAC	ROBO1(1);ROBO1(1)	10	1	6	1	0.0909090909091	0.142857142857	1.61828432394207	0.640522875816994	0.341881729378914	0.427800145613483
REACTOME_CELLEXTRACELLULAR_MATRIX_INTERACTIONS	ILK(1);FBLIM1(1)	10	1	6	1	0.0909090909091	0.142857142857	1.61828432394207	0.640522875816994	0.341881729378914	0.427800145613483
REACTOME_CYTOSOLIC_TRNA_AMINOACYLATION	QARS(1);HARS(1),KARS(1),NARS(1)	10	1	6	1	0.0909090909091	0.142857142857	1.61828432394207	0.640522875816994	0.341881729378914	0.427800145613483
REACTOME_EARLY_PHASE_OF_HIV_LIFE_CYCLE	CCR5(1);XRCC4(1)	10	1	6	1	0.0909090909091	0.142857142857	1.61828432394207	0.640522875816994	0.341881729378914	0.427800145613483
REACTOME_EGFR_DOWNREGULATION	HGS(1);EPN1(1)	10	1	6	1	0.0909090909091	0.142857142857	1.61828432394207	0.640522875816994	0.341881729378914	0.427800145613483
REACTOME_ELECTRON_TRANSPORT_CHAIN	NDUFA6(1),NDUFV1(1);UQCRC1(1)	10	1	6	1	0.0909090909091	0.142857142857	1.61828432394207	0.640522875816994	0.341881729378914	0.427800145613483
REACTOME_GENES_INVOLVED_IN_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS	LMNB1(1);CASP3(1),MST4(1)	10	1	6	1	0.0909090909091	0.142857142857	1.61828432394207	0.640522875816994	0.341881729378914	0.427800145613483
REACTOME_GLOBAL_GENOMIC_NER	POLE2(1);POLE2(1)	10	1	6	1	0.0909090909091	0.142857142857	1.61828432394207	0.640522875816994	0.341881729378914	0.427800145613483
REACTOME_GLUCOSE_METABOLISM	PFKP(1);PGM2(1)	10	1	6	1	0.0909090909091	0.142857142857	1.61828432394207	0.640522875816994	0.341881729378914	0.427800145613483
REACTOME_GRB2_SOS_PROVIDES_LINKAGE_TO_MAPK_SIGNALING_FOR_INTERGRINS_	FGB(1);TLN1(1)	10	1	6	1	0.0909090909091	0.142857142857	1.61828432394207	0.640522875816994	0.341881729378914	0.427800145613483
REACTOME_INTEGRIN_ALPHAIIBBETA3_SIGNALING	FGB(1);RAPGEF4(1),TLN1(1)	10	1	6	1	0.0909090909091	0.142857142857	1.61828432394207	0.640522875816994	0.341881729378914	0.427800145613483
REACTOME_MRNA_3_END_PROCESSING	CLP1(1);CLP1(1)	10	1	6	1	0.0909090909091	0.142857142857	1.61828432394207	0.640522875816994	0.341881729378914	0.427800145613483
REACTOME_MYD88_CASCADE	TLR10(1);ECSIT(1)	10	1	6	1	0.0909090909091	0.142857142857	1.61828432394207	0.640522875816994	0.341881729378914	0.427800145613483
REACTOME_NEF_MEDIATES_DOWN_MODULATION_OF_CELL_SURFACE_RECEPTORS_BY_RECRUITING_THEM_TO_CLATHRIN_ADAPTERS	ATP6V1H(1);AP1B1(1)	10	1	6	1	0.0909090909091	0.142857142857	1.61828432394207	0.640522875816994	0.341881729378914	0.427800145613483
REACTOME_NEP_NS2_INTERACTS_WITH_THE_CELLULAR_EXPORT_MACHINERY	NUP155(1);NUP93(1)	10	1	6	1	0.0909090909091	0.142857142857	1.61828432394207	0.640522875816994	0.341881729378914	0.427800145613483
REACTOME_NUCLEAR_IMPORT_OF_REV_PROTEIN	NUP155(1);NUP93(1)	10	1	6	1	0.0909090909091	0.142857142857	1.61828432394207	0.640522875816994	0.341881729378914	0.427800145613483
REACTOME_NUCLEOTIDE_EXCISION_REPAIR	POLE2(1);POLE2(1)	10	1	6	1	0.0909090909091	0.142857142857	1.61828432394207	0.640522875816994	0.341881729378914	0.427800145613483
REACTOME_OTHER_SEMAPHORIN_INTERACTIONS	TREM2(1);TREM2(1)	10	1	6	1	0.0909090909091	0.142857142857	1.61828432394207	0.640522875816994	0.341881729378914	0.427800145613483
REACTOME_P130CAS_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS	FGB(1);TLN1(1)	10	1	6	1	0.0909090909091	0.142857142857	1.61828432394207	0.640522875816994	0.341881729378914	0.427800145613483
REACTOME_PHASE_1_FUNCTIONALIZATION	TBXAS1(1);FMO3(1)	10	1	6	1	0.0909090909091	0.142857142857	1.61828432394207	0.640522875816994	0.341881729378914	0.427800145613483
REACTOME_PLATELET_ADHESION_TO_EXPOSED_COLLAGEN	COL1A1(1);GP1BA(1)	10	1	6	1	0.0909090909091	0.142857142857	1.61828432394207	0.640522875816994	0.341881729378914	0.427800145613483
REACTOME_PLATELET_AGGREGATION_PLUG_FORMATION	ADRA2C(1),FGB(1);RAPGEF4(1),TLN1(1)	10	1	6	1	0.0909090909091	0.142857142857	1.61828432394207	0.640522875816994	0.341881729378914	0.427800145613483
REACTOME_PURINE_METABOLISM	NT5C2(1);GMPS(1)	10	1	6	1	0.0909090909091	0.142857142857	1.61828432394207	0.640522875816994	0.341881729378914	0.427800145613483
REACTOME_REGULATION_OF_GLUCOKINASE_BY_GLUCOKINASE_REGULATORY_PROTEIN	NUP155(1);NUP93(1)	10	1	6	1	0.0909090909091	0.142857142857	1.61828432394207	0.640522875816994	0.341881729378914	0.427800145613483
REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_ACTIVITY_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS	IGFBP2(1);IGFBP2(1)	10	1	6	1	0.0909090909091	0.142857142857	1.61828432394207	0.640522875816994	0.341881729378914	0.427800145613483
REACTOME_REGULATION_OF_INSULIN_SECRETION_BY_GLUCAGON_LIKE_PEPTIDE_1	GLP1R(1);RAPGEF4(1)	10	1	6	1	0.0909090909091	0.142857142857	1.61828432394207	0.640522875816994	0.341881729378914	0.427800145613483
REACTOME_REGULATION_OF_LIPID_METABOLISM_BY_PEROXISOME_PROLIFERATOR_ACTIVATED_RECEPTOR_ALPHA	UCP1(1);CYP7A1(1)	10	1	6	1	0.0909090909091	0.142857142857	1.61828432394207	0.640522875816994	0.341881729378914	0.427800145613483
REACTOME_REPAIR_SYNTHESIS_OF_PATCH_27_30_BASES_LONG_BY_DNA_POLYMERASE	POLE2(1);POLE2(1)	10	1	6	1	0.0909090909091	0.142857142857	1.61828432394207	0.640522875816994	0.341881729378914	0.427800145613483
REACTOME_REV_MEDIATED_NUCLEAR_EXPORT_OF_HIV1_RNA	NUP155(1);NUP93(1)	10	1	6	1	0.0909090909091	0.142857142857	1.61828432394207	0.640522875816994	0.341881729378914	0.427800145613483
REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION_INITIATION	KAT2B(1);POLR1A(1)	10	1	6	1	0.0909090909091	0.142857142857	1.61828432394207	0.640522875816994	0.341881729378914	0.427800145613483
REACTOME_SEMA3A_PLEXIN_REPULSION_SIGNALING_BY_INHIBITING_INTEGRIN_ADHESION	FES(1);TLN1(1)	10	1	6	1	0.0909090909091	0.142857142857	1.61828432394207	0.640522875816994	0.341881729378914	0.427800145613483
REACTOME_SEMA4D_INDUCED_CELL_MIGRATION_AND_GROWTH_CONE_COLLAPSE	ARHGEF12(1),SEMA4D(1);ROCK2(1)	10	1	6	1	0.0909090909091	0.142857142857	1.61828432394207	0.640522875816994	0.341881729378914	0.427800145613483
REACTOME_SEMA4D_IN_SEMAPHORIN_SIGNALING	ARHGEF12(1),SEMA4D(1);ROCK2(1)	10	1	6	1	0.0909090909091	0.142857142857	1.61828432394207	0.640522875816994	0.341881729378914	0.427800145613483
REACTOME_SNRNP_ASSEMBLY	NUP155(1);NUP93(1)	10	1	6	1	0.0909090909091	0.142857142857	1.61828432394207	0.640522875816994	0.341881729378914	0.427800145613483
REACTOME_STEROID_HORMONE_BIOSYNTHESIS	STAR(1);CYP11B1(1)	10	1	6	1	0.0909090909091	0.142857142857	1.61828432394207	0.640522875816994	0.341881729378914	0.427800145613483
REACTOME_STRIATED_MUSCLE_CONTRACTION	TNNI2(1);TNNT2(1)	10	1	6	1	0.0909090909091	0.142857142857	1.61828432394207	0.640522875816994	0.341881729378914	0.427800145613483
REACTOME_THE_ROLE_OF_NEF_IN_HIV1_REPLICATION_AND_DISEASE_PATHOGENESIS	ATP6V1H(1);AP1B1(1)	10	1	6	1	0.0909090909091	0.142857142857	1.61828432394207	0.640522875816994	0.341881729378914	0.427800145613483
REACTOME_TOLL_LIKE_RECEPTOR_4_CASCADE	TLR10(1);ECSIT(1)	10	1	6	1	0.0909090909091	0.142857142857	1.61828432394207	0.640522875816994	0.341881729378914	0.427800145613483
REACTOME_TOLL_LIKE_RECEPTOR_9_CASCADE	TLR10(1);ECSIT(1)	10	1	6	1	0.0909090909091	0.142857142857	1.61828432394207	0.640522875816994	0.341881729378914	0.427800145613483
REACTOME_TRANSCRIPTION_COUPLED_NER	POLE2(1);POLE2(1)	10	1	6	1	0.0909090909091	0.142857142857	1.61828432394207	0.640522875816994	0.341881729378914	0.427800145613483
REACTOME_TRANSPORT_OF_MATURE_MRNA_DERIVED_FROM_AN_INTRON_CONTAINING_TRANSCRIPT	NUP155(1);NUP93(1)	10	1	6	1	0.0909090909091	0.142857142857	1.61828432394207	0.640522875816994	0.341881729378914	0.427800145613483
REACTOME_TRANSPORT_OF_RIBONUCLEOPROTEINS_INTO_THE_HOST_NUCLEUS	NUP155(1);NUP93(1)	10	1	6	1	0.0909090909091	0.142857142857	1.61828432394207	0.640522875816994	0.341881729378914	0.427800145613483
REACTOME_TRANSPORT_OF_THE_SLBP_INDEPENDENT_MATURE_MRNA	NUP155(1);NUP93(1)	10	1	6	1	0.0909090909091	0.142857142857	1.61828432394207	0.640522875816994	0.341881729378914	0.427800145613483
REACTOME_VPR_MEDIATED_NUCLEAR_IMPORT_OF_PICS	NUP155(1);NUP93(1)	10	1	6	1	0.0909090909091	0.142857142857	1.61828432394207	0.640522875816994	0.341881729378914	0.427800145613483
KEGG_LYSOSOME	ATP6V1H(1),ENTPD4(1),GAA(1),LAMP2(1);AP1B1(1),GLA(1),MFSD8(2)	7	4	4	3	0.363636363636	0.428571428571	1.29261633040443	0.583144796380091	0.275496148514239	0.432450612449078
KEGG_PEROXISOME	ABCD3(1),AGXT(1),CRAT(1),DAO(1),PEX7(1);AGXT(2),PAOX(1)	7	4	4	3	0.363636363636	0.428571428571	1.29261633040443	0.583144796380091	0.275496148514239	0.432450612449078
REACTOME_DNA_REPAIR	CCNO(3),POLE2(1);FANCD2(1),OGG1(2),POLE2(1),XRCC4(1)	7	4	4	3	0.363636363636	0.428571428571	1.29261633040443	0.583144796380091	0.275496148514239	0.432450612449078
REACTOME_DNA_REPLICATION_PRE_INITIATION	POLE2(1),RPA4(3);CDC7(1),POLE2(1),PSMB4(1),PSMD1(1)	7	4	4	3	0.363636363636	0.428571428571	1.29261633040443	0.583144796380091	0.275496148514239	0.432450612449078
REACTOME_G1_S_TRANSITION	POLE2(1),RPA4(3);CDC7(1),POLE2(1),PSMB4(1),PSMD1(1)	7	4	4	3	0.363636363636	0.428571428571	1.29261633040443	0.583144796380091	0.275496148514239	0.432450612449078
REACTOME_GLUCOSE_REGULATION_OF_INSULIN_SECRETION	IDH3A(2),NDUFA6(1),NDUFV1(1),PFKP(1),SUCLG2(1);PDHX(1),RAPGEF4(1),UQCRC1(1)	7	4	4	3	0.363636363636	0.428571428571	1.29261633040443	0.583144796380091	0.275496148514239	0.432450612449078
REACTOME_INTEGRATION_OF_ENERGY_METABOLISM	IDH3A(2),NDUFA6(1),NDUFV1(1),PFKP(1),SUCLG2(1);PDHX(1),PRKAG3(1),RAPGEF4(1),UQCRC1(1)	7	4	4	3	0.363636363636	0.428571428571	1.29261633040443	0.583144796380091	0.275496148514239	0.432450612449078
REACTOME_IRS_RELATED_EVENTS	MTOR(1),PIK3CA(2),RPTOR(2);FGF22(1),PRKAG3(1),RPTOR(1)	7	4	4	3	0.363636363636	0.428571428571	1.29261633040443	0.583144796380091	0.275496148514239	0.432450612449078
REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA	CLP1(1),HNRNPR(1),NUP155(1),SLBP(2);CLP1(1),DHX9(1),NUP93(1),SLBP(1)	7	4	4	3	0.363636363636	0.428571428571	1.29261633040443	0.583144796380091	0.275496148514239	0.432450612449078
KEGG_ENDOCYTOSIS	CCR5(1),GIT2(1),HGS(1),IGF1R(1),MDM2(3),SMAD7(2),STAMBP(1),TGFB2(1),TGFBR1(3),VPS37C(1);AGAP1(1),ASAP1(1),DAB2(1),EHD4(1),EPN1(1),MDM2(1),PDGFRA(1),PSD2(1),SMAD6(1),SMAD7(1)	2	9	1	6	0.818181818182	0.857142857143	1.31269924649531	0.674019607843137	0.216224991046934	0.487680537453656
REACTOME_CLASS_A1_RHODOPSIN_LIKE_RECEPTORS	ADORA2B(1),ADRA1B(2),ADRA2C(1),AGTR1(1),C3AR1(1),CCR5(1),CXCR3(1),DRD1(1),DRD4(2),RHO(1),TAAR6(1);ADRA1B(1),AVPR1B(1),CCKAR(1),CCR8(1),GALR1(1),OPRL1(1),PTGER1(1),TAAR1(1),TAAR6(1)	2	9	1	6	0.818181818182	0.857142857143	1.31269924649531	0.674019607843137	0.216224991046934	0.487680537453656
REACTOME_METABOLISM_OF_AMINO_ACIDS	ADC(1),ALDH6A1(2),OTC(1),SLC7A3(3);GLUL(1),MCCC2(1),PSMB4(1),PSMD1(1),SLC25A15(1),SLC6A12(2),SLC7A3(1)	5	6	3	4	0.545454545455	0.571428571429	1.10463220267483	0.647812971342383	0.108112495523467	0.494411569459681
BIOCARTA_KERATINOCYTE_PATHWAY	TRAF2(3);SP1(1),TRAF2(1)	8	3	5	2	0.272727272727	0.285714285714	1.06283544599526	0.676470588235294	0.0599700224812664	0.511855289920953
BIOCARTA_MET_PATHWAY	PIK3CA(2),PTK2B(1);PTK2B(1),RASA1(1)	8	3	5	2	0.272727272727	0.285714285714	1.06283544599526	0.676470588235294	0.0599700224812664	0.511855289920953
BIOCARTA_PPARA_PATHWAY	CITED2(1),PIK3CA(2);SP1(1),STAT5A(1)	8	3	5	2	0.272727272727	0.285714285714	1.06283544599526	0.676470588235294	0.0599700224812664	0.511855289920953
BIOCARTA_TPO_PATHWAY	MPL(1),PIK3CA(2);RASA1(1),STAT5A(1)	8	3	5	2	0.272727272727	0.285714285714	1.06283544599526	0.676470588235294	0.0599700224812664	0.511855289920953
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM	GMPPB(1),MPI(1),NANS(1);MPI(1),PGM2(1)	8	3	5	2	0.272727272727	0.285714285714	1.06283544599526	0.676470588235294	0.0599700224812664	0.511855289920953
KEGG_BASAL_TRANSCRIPTION_FACTORS	GTF2E2(2),GTF2IRD1(1),TAF15(1);GTF2E2(1),GTF2IRD1(1)	8	3	5	2	0.272727272727	0.285714285714	1.06283544599526	0.676470588235294	0.0599700224812664	0.511855289920953
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES	C3AR1(1),FGB(1),KLKB1(1),PROC(1),SERPINC1(1),SERPINF2(1);KLKB1(1),PROC(1),SERPINA5(1)	8	3	5	2	0.272727272727	0.285714285714	1.06283544599526	0.676470588235294	0.0599700224812664	0.511855289920953
KEGG_ECM_RECEPTOR_INTERACTION	COL1A1(1),ITGA4(2);COMP(1),GP1BA(1)	8	3	5	2	0.272727272727	0.285714285714	1.06283544599526	0.676470588235294	0.0599700224812664	0.511855289920953
