Row.names	PathwayMutatedGenes	BRCAXControl_NumNonMuts	BRCAXControl_NumMuts	BRCAControl_NumNonMuts	BRCAControl_NumMuts	BRCAXControl_MutationRate	BRCAControl_MutationRate	FisherOddsRatio	Fisher_P	ExactTestStatistic	Exact_P
REACTOME_ERK_MAPK_TARGETS	;DUSP7(1)	7	0	8	1	0	0.111111111111	NA	0.5625	0.910840068085298	0.297723757664815
REACTOME_ERKS_ARE_INACTIVATED	;DUSP7(1)	7	0	8	1	0	0.111111111111	NA	0.5625	0.910840068085298	0.297723757664815
REACTOME_FORMATION_OF_A_POOL_OF_FREE_40S_SUBUNITS	;RPS3(1)	7	0	8	1	0	0.111111111111	NA	0.5625	0.910840068085298	0.297723757664815
REACTOME_FORMATION_OF_THE_EARLY_ELONGATION_COMPLEX	;ERCC3(1)	7	0	8	1	0	0.111111111111	NA	0.5625	0.910840068085298	0.297723757664815
REACTOME_FORMATION_OF_THE_TERNARY_COMPLEX_AND_SUBSEQUENTLY_THE_43S_COMPLEX	;RPS3(1)	7	0	8	1	0	0.111111111111	NA	0.5625	0.910840068085298	0.297723757664815
REACTOME_FORMATION_OF_TUBULIN_FOLDING_INTERMEDIATES_BY_CCT_TRIC	;CCT3(1)	7	0	8	1	0	0.111111111111	NA	0.5625	0.910840068085298	0.297723757664815
REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_PI3KGAMMA	;PIK3R5(1)	7	0	8	1	0	0.111111111111	NA	0.5625	0.910840068085298	0.297723757664815
REACTOME_GENERIC_TRANSCRIPTION_PATHWAY	;MED16(1)	7	0	8	1	0	0.111111111111	NA	0.5625	0.910840068085298	0.297723757664815
REACTOME_GLUCAGON_SIGNALING_IN_METABOLIC_REGULATION	;ADCY5(1)	7	0	8	1	0	0.111111111111	NA	0.5625	0.910840068085298	0.297723757664815
REACTOME_GLUCONEOGENESIS	;ENO1(1)	7	0	8	1	0	0.111111111111	NA	0.5625	0.910840068085298	0.297723757664815
REACTOME_GLUTAMATE_NEUROTRANSMITTER_RELEASE_CYCLE	;RIMS1(1)	7	0	8	1	0	0.111111111111	NA	0.5625	0.910840068085298	0.297723757664815
REACTOME_GLYCOLYSIS	;ENO1(1)	7	0	8	1	0	0.111111111111	NA	0.5625	0.910840068085298	0.297723757664815
REACTOME_G_PROTEIN_BETA_GAMMA_SIGNALLING	;PIK3R5(1)	7	0	8	1	0	0.111111111111	NA	0.5625	0.910840068085298	0.297723757664815
REACTOME_GS_ALPHA_MEDIATED_EVENTS_IN_GLUCAGON_SIGNALLING	;ADCY5(1)	7	0	8	1	0	0.111111111111	NA	0.5625	0.910840068085298	0.297723757664815
REACTOME_GTP_HYDROLYSIS_AND_JOINING_OF_THE_60S_RIBOSOMAL_SUBUNIT	;RPS3(1)	7	0	8	1	0	0.111111111111	NA	0.5625	0.910840068085298	0.297723757664815
REACTOME_HIV1_TRANSCRIPTION_ELONGATION	;ERCC3(1)	7	0	8	1	0	0.111111111111	NA	0.5625	0.910840068085298	0.297723757664815
REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL	;CD96(1)	7	0	8	1	0	0.111111111111	NA	0.5625	0.910840068085298	0.297723757664815
REACTOME_INFLUENZA_VIRAL_RNA_TRANSCRIPTION_AND_REPLICATION	;RPS3(1)	7	0	8	1	0	0.111111111111	NA	0.5625	0.910840068085298	0.297723757664815
REACTOME_IONOTROPIC_ACTIVITY_OF_KAINATE_RECEPTORS	;GRIK3(1)	7	0	8	1	0	0.111111111111	NA	0.5625	0.910840068085298	0.297723757664815
REACTOME_LAGGING_STRAND_SYNTHESIS	;POLA2(1)	7	0	8	1	0	0.111111111111	NA	0.5625	0.910840068085298	0.297723757664815
REACTOME_MAP_KINASES_ACTIVATION_IN_TLR_CASCADE	;DUSP7(1)	7	0	8	1	0	0.111111111111	NA	0.5625	0.910840068085298	0.297723757664815
REACTOME_MAPK_TARGETS_NUCLEAR_EVENTS_MEDIATED_BY_MAP_KINASES	;DUSP7(1)	7	0	8	1	0	0.111111111111	NA	0.5625	0.910840068085298	0.297723757664815
REACTOME_METABOLISM_OF_MRNA	;EXOSC1(1)	7	0	8	1	0	0.111111111111	NA	0.5625	0.910840068085298	0.297723757664815
REACTOME_MICRORNA_BIOGENESIS	;DROSHA(1)	7	0	8	1	0	0.111111111111	NA	0.5625	0.910840068085298	0.297723757664815
REACTOME_MRNA_DECAY_BY_3_TO_5_EXORIBONUCLEASE	;EXOSC1(1)	7	0	8	1	0	0.111111111111	NA	0.5625	0.910840068085298	0.297723757664815
REACTOME_MRNA_PROCESSING	;ERCC3(1)	7	0	8	1	0	0.111111111111	NA	0.5625	0.910840068085298	0.297723757664815
REACTOME_NF_KB_IS_ACTIVATED_AND_SIGNALS_SURVIVAL	;IRAK1(1)	7	0	8	1	0	0.111111111111	NA	0.5625	0.910840068085298	0.297723757664815
REACTOME_NOREPINEPHRINE_NEUROTRANSMITTER_RELEASE_CYCLE	;RIMS1(1)	7	0	8	1	0	0.111111111111	NA	0.5625	0.910840068085298	0.297723757664815
REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION	;DUSP7(1)	7	0	8	1	0	0.111111111111	NA	0.5625	0.910840068085298	0.297723757664815
REACTOME_P38MAPK_EVENTS	;MAPK13(1)	7	0	8	1	0	0.111111111111	NA	0.5625	0.910840068085298	0.297723757664815
REACTOME_P75NTR_RECRUITS_SIGNALLING_COMPLEXES	;IRAK1(1)	7	0	8	1	0	0.111111111111	NA	0.5625	0.910840068085298	0.297723757664815
REACTOME_P75NTR_SIGNALS_VIA_NFKB	;IRAK1(1)	7	0	8	1	0	0.111111111111	NA	0.5625	0.910840068085298	0.297723757664815
REACTOME_PEPTIDE_CHAIN_ELONGATION	;RPS3(1)	7	0	8	1	0	0.111111111111	NA	0.5625	0.910840068085298	0.297723757664815
REACTOME_PKA_ACTIVATION	;ADCY5(1)	7	0	8	1	0	0.111111111111	NA	0.5625	0.910840068085298	0.297723757664815
REACTOME_PLC_BETA_MEDIATED_EVENTS	;ADCY5(1)	7	0	8	1	0	0.111111111111	NA	0.5625	0.910840068085298	0.297723757664815
REACTOME_PLC_GAMMA1_SIGNALLING	;ADCY5(1)	7	0	8	1	0	0.111111111111	NA	0.5625	0.910840068085298	0.297723757664815
REACTOME_POLYMERASE_SWITCHING	;POLA2(1)	7	0	8	1	0	0.111111111111	NA	0.5625	0.910840068085298	0.297723757664815
REACTOME_POST_CHAPERONIN_TUBULIN_FOLDING_PATHWAY	;TBCC(1)	7	0	8	1	0	0.111111111111	NA	0.5625	0.910840068085298	0.297723757664815
REACTOME_PP2A_MEDIATED_DEPHOSPHORYLATION_OF_KEY_METABOLIC_FACTORS	;MLXIPL(1)	7	0	8	1	0	0.111111111111	NA	0.5625	0.910840068085298	0.297723757664815
REACTOME_PREFOLDIN_MEDIATED_TRANSFER_OF_SUBSTRATE_TO_CCT_TRIC	;CCT3(1)	7	0	8	1	0	0.111111111111	NA	0.5625	0.910840068085298	0.297723757664815
REACTOME_REGULATION_OF_INSULIN_SECRETION_BY_ACETYLCHOLINE	;GNAI2(1)	7	0	8	1	0	0.111111111111	NA	0.5625	0.910840068085298	0.297723757664815
REACTOME_REGULATION_OF_INSULIN_SECRETION_BY_FREE_FATTY_ACIDS	;GNAI2(1)	7	0	8	1	0	0.111111111111	NA	0.5625	0.910840068085298	0.297723757664815
REACTOME_REMOVAL_OF_THE_FLAP_INTERMEDIATE	;POLA2(1)	7	0	8	1	0	0.111111111111	NA	0.5625	0.910840068085298	0.297723757664815
REACTOME_RETROGRADE_NEUROTROPHIN_SIGNALLING	;SH3GL2(1)	7	0	8	1	0	0.111111111111	NA	0.5625	0.910840068085298	0.297723757664815
REACTOME_RNA_POL_II_CTD_PHOSPHORYLATION_AND_INTERACTION_WITH_CE	;ERCC3(1)	7	0	8	1	0	0.111111111111	NA	0.5625	0.910840068085298	0.297723757664815
REACTOME_RNA_POLYMERASE_III_CHAIN_ELONGATION	;POLR3E(1)	7	0	8	1	0	0.111111111111	NA	0.5625	0.910840068085298	0.297723757664815
REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION_INITIATION_FROM_TYPE_2_PROMOTER	;POLR3E(1)	7	0	8	1	0	0.111111111111	NA	0.5625	0.910840068085298	0.297723757664815
REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION_INITIATION_FROM_TYPE_3_PROMOTER	;POLR3E(1)	7	0	8	1	0	0.111111111111	NA	0.5625	0.910840068085298	0.297723757664815
REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION_TERMINATION	;POLR3E(1)	7	0	8	1	0	0.111111111111	NA	0.5625	0.910840068085298	0.297723757664815
REACTOME_SIGNAL_AMPLIFICATION	;GNAI2(1)	7	0	8	1	0	0.111111111111	NA	0.5625	0.910840068085298	0.297723757664815
REACTOME_SIGNALLING_TO_ERKS	;MAPK13(1)	7	0	8	1	0	0.111111111111	NA	0.5625	0.910840068085298	0.297723757664815
REACTOME_SIGNALLING_TO_RAS	;MAPK13(1)	7	0	8	1	0	0.111111111111	NA	0.5625	0.910840068085298	0.297723757664815
REACTOME_SYNTHESIS_AND_INTERCONVERSION_OF_NUCLEOTIDE_DI_AND_TRIPHOSPHATES	;RRM1(1)	7	0	8	1	0	0.111111111111	NA	0.5625	0.910840068085298	0.297723757664815
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_24_HYDROXYCHOLESTEROL	;CYP27A1(1)	7	0	8	1	0	0.111111111111	NA	0.5625	0.910840068085298	0.297723757664815
REACTOME_SYNTHESIS_OF_GLYCOSYLPHOSPHATIDYLINOSITOL	;PIGG(1)	7	0	8	1	0	0.111111111111	NA	0.5625	0.910840068085298	0.297723757664815
REACTOME_TIGHT_JUNCTION_INTERACTIONS	;CLDN23(1)	7	0	8	1	0	0.111111111111	NA	0.5625	0.910840068085298	0.297723757664815
REACTOME_TOLL_LIKE_RECEPTOR_3_CASCADE	;DUSP7(1)	7	0	8	1	0	0.111111111111	NA	0.5625	0.910840068085298	0.297723757664815
REACTOME_TRAF6_MEDIATED_INDUCTION_OF_THE_ANTIVIRAL_CYTOKINE_IFN_ALPHA_BETA_CASCADE	;DUSP7(1)	7	0	8	1	0	0.111111111111	NA	0.5625	0.910840068085298	0.297723757664815
REACTOME_TRANSLATION	;RPS3(1)	7	0	8	1	0	0.111111111111	NA	0.5625	0.910840068085298	0.297723757664815
REACTOME_TRANSLATION_INITIATION_COMPLEX_FORMATION	;RPS3(1)	7	0	8	1	0	0.111111111111	NA	0.5625	0.910840068085298	0.297723757664815
REACTOME_VIRAL_MRNA_TRANSLATION	;RPS3(1)	7	0	8	1	0	0.111111111111	NA	0.5625	0.910840068085298	0.297723757664815
SA_MMP_CYTOKINE_CONNECTION	;TGFB2(1)	7	0	8	1	0	0.111111111111	NA	0.5625	0.910840068085298	0.297723757664815
SA_PROGRAMMED_CELL_DEATH	;CASP9(1)	7	0	8	1	0	0.111111111111	NA	0.5625	0.910840068085298	0.297723757664815
SIG_BCR_SIGNALING_PATHWAY	;CD22(1)	7	0	8	1	0	0.111111111111	NA	0.5625	0.910840068085298	0.297723757664815
SIG_IL4RECEPTOR_IN_B_LYPHOCYTES	;STAT6(1)	7	0	8	1	0	0.111111111111	NA	0.5625	0.910840068085298	0.297723757664815
ST_INTERLEUKIN_4_PATHWAY	;STAT6(1)	7	0	8	1	0	0.111111111111	NA	0.5625	0.910840068085298	0.297723757664815
ST_T_CELL_SIGNAL_TRANSDUCTION	;RASGRP4(1)	7	0	8	1	0	0.111111111111	NA	0.5625	0.910840068085298	0.297723757664815
KEGG_PATHWAYS_IN_CANCER	CASP3(1),CTBP2(1),FGF22(1),MDM2(1),MSH2(1),PDGFRA(1),STAT5A(1),TRAF2(1);ARNT(1),CASP3(1),CASP9(1),DAPK1(1),FGFR2(1),FZD1(1),HGF(1),PDGFB(1),PIK3R5(1),RASSF1(1),TGFB2(1),TGFBR1(2)	2	5	1	8	0.714285714286	0.888888888889	2.96927121115608	0.4	0.887667047914243	0.29772375766856
REACTOME_HEMOSTASIS	GP1BA(1),KLKB1(1),PROC(1),RAPGEF4(1),SLC16A8(1),TLN1(1);ADRA2C(1),CD47(1),DGKD(1),GNAI2(1),HGF(1),MERTK(1),PDGFB(1),PIK3R5(1),PLAUR(1),TGFB2(1)	3	4	2	7	0.571428571429	0.777777777778	2.46453212893025	0.365384615384615	0.883388465158551	0.297723760205891
BIOCARTA_TOB1_PATHWAY	TGFBR3(1);IL2RA(1),TGFB2(1),TGFBR1(2)	6	1	6	3	0.142857142857	0.333333333333	2.80823361388046	0.392307692307692	0.87287156094397	0.313333687889863
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION	CASP3(1);ATP6V1D(1),CASP3(1),MAPK13(1)	6	1	6	3	0.142857142857	0.333333333333	2.80823361388046	0.392307692307692	0.87287156094397	0.313333687889863
KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY	GAB2(1);MAPK13(1),PIK3R5(1),PLA2G12B(1)	6	1	6	3	0.142857142857	0.333333333333	2.80823361388046	0.392307692307692	0.87287156094397	0.313333687889863
KEGG_INOSITOL_PHOSPHATE_METABOLISM	PI4K2A(1);INPP4A(1),PI4K2A(1),PIP5KL1(1)	6	1	6	3	0.142857142857	0.333333333333	2.80823361388046	0.392307692307692	0.87287156094397	0.313333687889863
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM	PI4K2A(1);DGKD(1),INPP4A(1),PI4K2A(1),PIK3R5(1)	6	1	6	3	0.142857142857	0.333333333333	2.80823361388046	0.392307692307692	0.87287156094397	0.313333687889863
KEGG_PPAR_SIGNALING_PATHWAY	CYP7A1(1);ACSL6(1),ANGPTL4(1),CYP27A1(1)	6	1	6	3	0.142857142857	0.333333333333	2.80823361388046	0.392307692307692	0.87287156094397	0.313333687889863
KEGG_PROTEIN_DIGESTION_AND_ABSORPTION	KCNN4(1);CELA2A(1),COL6A1(1),COL9A3(1)	6	1	6	3	0.142857142857	0.333333333333	2.80823361388046	0.392307692307692	0.87287156094397	0.313333687889863
KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY	TRAF2(1);IFNA14(1),IFNA6(1),MAPK13(1)	6	1	6	3	0.142857142857	0.333333333333	2.80823361388046	0.392307692307692	0.87287156094397	0.313333687889863
KEGG_TASTE_TRANSDUCTION	TAS2R41(1),TAS2R60(1);GNAT3(1),TAS2R39(1),TAS2R8(1)	6	1	6	3	0.142857142857	0.333333333333	2.80823361388046	0.392307692307692	0.87287156094397	0.313333687889863
REACTOME_CYTOCHROME_P450_ARRANGED_BY_SUBSTRATE_TYPE	CYP11B1(1),CYP7A1(1);CYP27A1(1),CYP2S1(1),CYP2U1(1)	6	1	6	3	0.142857142857	0.333333333333	2.80823361388046	0.392307692307692	0.87287156094397	0.313333687889863
REACTOME_INNATE_IMMUNITY_SIGNALING	ECSIT(1);DUSP7(1),IRAK1(1),TLR10(1),TLR6(1)	6	1	6	3	0.142857142857	0.333333333333	2.80823361388046	0.392307692307692	0.87287156094397	0.313333687889863
REACTOME_METABOLISM_OF_PROTEINS	PROC(1);CCT3(1),GPAA1(2),PIGG(1),PLAUR(1),RPS3(1),TBCC(1)	6	1	6	3	0.142857142857	0.333333333333	2.80823361388046	0.392307692307692	0.87287156094397	0.313333687889863
REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	PROC(1);GPAA1(2),PIGG(1),PLAUR(1)	6	1	6	3	0.142857142857	0.333333333333	2.80823361388046	0.392307692307692	0.87287156094397	0.313333687889863
REACTOME_TOLL_RECEPTOR_CASCADES	ECSIT(1);DUSP7(1),IRAK1(1),TLR10(1),TLR6(1)	6	1	6	3	0.142857142857	0.333333333333	2.80823361388046	0.392307692307692	0.87287156094397	0.313333687889863
KEGG_FATTY_ACID_METABOLISM	ECI1(1),HADHA(1);ACADS(1),ACADVL(1),ACSL6(1),HADHA(2)	5	2	5	4	0.285714285714	0.444444444444	1.91505844463762	0.451048951048951	0.650600048632355	0.314759383817906
KEGG_GLUTAMATERGIC_SYNAPSE	GLUL(1),SLC1A3(1);ADCY5(1),GNAI2(1),GRIK3(1),GRIN3B(1),PLA2G12B(1)	5	2	5	4	0.285714285714	0.444444444444	1.91505844463762	0.451048951048951	0.650600048632355	0.314759383817906
KEGG_JAK_STAT_SIGNALING_PATHWAY	IL6ST(1),LEPR(1),STAT4(1),STAT5A(1);IFNA14(1),IFNA6(1),IL11(1),IL2RA(1),PIK3R5(1),STAT6(1)	5	2	5	4	0.285714285714	0.444444444444	1.91505844463762	0.451048951048951	0.650600048632355	0.314759383817906
KEGG_N_GLYCAN_BIOSYNTHESIS	RPN1(2);ALG6(2),MAN2A1(1),MGAT4A(1)	5	2	5	4	0.285714285714	0.444444444444	1.91505844463762	0.451048951048951	0.650600048632355	0.314759383817906
KEGG_PROSTATE_CANCER	MDM2(1),PDGFRA(1);CASP9(1),FGFR2(1),PDGFB(1),PIK3R5(1)	5	2	5	4	0.285714285714	0.444444444444	1.91505844463762	0.451048951048951	0.650600048632355	0.314759383817906
KEGG_SPHINGOLIPID_METABOLISM	ACER1(1),DEGS1(1),GLA(1),NEU3(1);B4GALT6(1),NEU4(1),SMPD3(3)	5	2	5	4	0.285714285714	0.444444444444	1.91505844463762	0.451048951048951	0.650600048632355	0.314759383817906
REACTOME_AXON_GUIDANCE	ROBO1(1),ROCK2(1),TLN1(1),TREM2(1);CACNB3(1),COL6A1(1),COL9A3(1),NRTN(1),ROBO1(1)	5	2	5	4	0.285714285714	0.444444444444	1.91505844463762	0.451048951048951	0.650600048632355	0.314759383817906
REACTOME_SIGNALING_BY_PDGF	PDGFRA(1),RASA1(1),STAT5A(1);COL6A1(1),COL9A3(1),PDGFB(1),RASA1(1),STAT6(1)	5	2	5	4	0.285714285714	0.444444444444	1.91505844463762	0.451048951048951	0.650600048632355	0.314759383817906
KEGG_FOCAL_ADHESION	COMP(1),PDGFRA(1),ROCK2(1),TLN1(1),ZYX(1);ACTN3(2),COL6A1(1),HGF(1),ITGA7(1),PDGFB(1),PIK3R5(1)	4	3	4	5	0.428571428571	0.555555555556	1.61371647991769	0.5	0.50395263067897	0.349471996859935
KEGG_HUNTINGTONS_DISEASE	CASP3(1),SP1(1),UQCRC1(1),VDAC3(1);CASP3(1),CASP9(1),COX4I2(1),COX6A2(1),NDUFA1(1)	4	3	4	5	0.428571428571	0.555555555556	1.61371647991769	0.5	0.50395263067897	0.349471996859935
KEGG_INFLUENZA_A	IVNS1ABP(1),TNFRSF10C(2);CASP9(1),IFNA14(1),IFNA6(1),IL33(1),MAPK13(1),NXF1(1),PABPN1(1),PIK3R5(1)	4	3	4	5	0.428571428571	0.555555555556	1.61371647991769	0.5	0.50395263067897	0.349471996859935
KEGG_OSTEOCLAST_DIFFERENTIATION	GAB2(1),LILRA6(1),TRAF2(1),TREM2(1);MAPK13(1),NCF2(2),PIK3R5(1),TGFB2(1),TGFBR1(2)	4	3	4	5	0.428571428571	0.555555555556	1.61371647991769	0.5	0.50395263067897	0.349471996859935
KEGG_PEROXISOME	AGXT(2),PAOX(1);ABCD1(1),ACSL6(1),ECH1(1),HACL1(1),HAO2(1),MLYCD(1),PEX12(1)	4	3	4	5	0.428571428571	0.555555555556	1.61371647991769	0.5	0.50395263067897	0.349471996859935
REACTOME_INTEGRATION_OF_ENERGY_METABOLISM	PDHX(1),PRKAG3(1),RAPGEF4(1),UQCRC1(1);ADCY5(1),CACNB3(1),ENO1(1),GNAI2(1),MLXIPL(1),NDUFA1(1)	4	3	4	5	0.428571428571	0.555555555556	1.61371647991769	0.5	0.50395263067897	0.349471996859935
BIOCARTA_AT1R_PATHWAY	PTK2B(1);AGTR1(1),MEF2D(1)	6	1	7	2	0.142857142857	0.222222222222	1.65899859587886	0.6	0.403485021779201	0.416196286301047
BIOCARTA_HSP27_PATHWAY	CASP3(1);CASP3(1),CASP9(1)	6	1	7	2	0.142857142857	0.222222222222	1.65899859587886	0.6	0.403485021779201	0.416196286301047
BIOCARTA_IL1R_PATHWAY	ECSIT(1);IRAK1(1),TGFB2(1)	6	1	7	2	0.142857142857	0.222222222222	1.65899859587886	0.6	0.403485021779201	0.416196286301047
BIOCARTA_MITOCHONDRIA_PATHWAY	CASP3(1);CASP3(1),CASP9(1)	6	1	7	2	0.142857142857	0.222222222222	1.65899859587886	0.6	0.403485021779201	0.416196286301047
BIOCARTA_RAC1_PATHWAY	PDGFRA(1);NCF2(2)	6	1	7	2	0.142857142857	0.222222222222	1.65899859587886	0.6	0.403485021779201	0.416196286301047
BIOCARTA_TGFB_PATHWAY	SMAD7(1);TGFB2(1),TGFBR1(2)	6	1	7	2	0.142857142857	0.222222222222	1.65899859587886	0.6	0.403485021779201	0.416196286301047
BIOCARTA_TOLL_PATHWAY	ECSIT(1);IRAK1(1),TLR10(1),TLR6(1)	6	1	7	2	0.142857142857	0.222222222222	1.65899859587886	0.6	0.403485021779201	0.416196286301047
BIOCARTA_UCALPAIN_PATHWAY	TLN1(1);ACTN3(2)	6	1	7	2	0.142857142857	0.222222222222	1.65899859587886	0.6	0.403485021779201	0.416196286301047
Byers_EMT	SSH3(1);C1orf172(1),MAPK13(1)	6	1	7	2	0.142857142857	0.222222222222	1.65899859587886	0.6	0.403485021779201	0.416196286301047
KEGG_AUTOIMMUNE_THYROID_DISEASE	PRF1(1);IFNA14(1),IFNA6(1)	6	1	7	2	0.142857142857	0.222222222222	1.65899859587886	0.6	0.403485021779201	0.416196286301047
KEGG_BETA_ALANINE_METABOLISM	HADHA(1);DPYS(1),HADHA(2),MLYCD(1)	6	1	7	2	0.142857142857	0.222222222222	1.65899859587886	0.6	0.403485021779201	0.416196286301047
KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS	HADHA(1);HADHA(2)	6	1	7	2	0.142857142857	0.222222222222	1.65899859587886	0.6	0.403485021779201	0.416196286301047
KEGG_BLADDER_CANCER	MDM2(1);DAPK1(1),RASSF1(1)	6	1	7	2	0.142857142857	0.222222222222	1.65899859587886	0.6	0.403485021779201	0.416196286301047
KEGG_BUTANOATE_METABOLISM	HADHA(1);ACADS(1),HADHA(2)	6	1	7	2	0.142857142857	0.222222222222	1.65899859587886	0.6	0.403485021779201	0.416196286301047
KEGG_COLLECTING_DUCT_ACID_SECRETION	SLC12A7(1);ATP6V1D(1),CLCNKB(1)	6	1	7	2	0.142857142857	0.222222222222	1.65899859587886	0.6	0.403485021779201	0.416196286301047
KEGG_DILATED_CARDIOMYOPATHY	TNNT2(1);ADCY5(1),CACNB3(1),ITGA7(1),SGCA(1),TGFB2(1)	6	1	7	2	0.142857142857	0.222222222222	1.65899859587886	0.6	0.403485021779201	0.416196286301047
KEGG_FATTY_ACID_ELONGATION_IN_MITOCHONDRIA	HADHA(1);HADHA(2)	6	1	7	2	0.142857142857	0.222222222222	1.65899859587886	0.6	0.403485021779201	0.416196286301047
KEGG_GASTRIC_ACID_SECRETION	KCNK10(1);ADCY5(1),GNAI2(1)	6	1	7	2	0.142857142857	0.222222222222	1.65899859587886	0.6	0.403485021779201	0.416196286301047
KEGG_GLYCEROPHOSPHOLIPID_METABOLISM	CHKB(1);DGKD(1),PLA2G12B(1)	6	1	7	2	0.142857142857	0.222222222222	1.65899859587886	0.6	0.403485021779201	0.416196286301047
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES	ST3GAL4(1);B3GNT5(1),GCNT2(1)	6	1	7	2	0.142857142857	0.222222222222	1.65899859587886	0.6	0.403485021779201	0.416196286301047
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	PRKAG3(1),TNNT2(1);CACNB3(1),ITGA7(1),SGCA(1),TGFB2(1)	6	1	7	2	0.142857142857	0.222222222222	1.65899859587886	0.6	0.403485021779201	0.416196286301047
KEGG_MALARIA	COMP(1);HGF(1),TGFB2(1)	6	1	7	2	0.142857142857	0.222222222222	1.65899859587886	0.6	0.403485021779201	0.416196286301047
KEGG_RNA_POLYMERASE	POLR1A(1);POLR1C(1),POLR3E(1)	6	1	7	2	0.142857142857	0.222222222222	1.65899859587886	0.6	0.403485021779201	0.416196286301047
KEGG_SHIGELLOSIS	ROCK2(1);HCLS1(1),MAPK13(1)	6	1	7	2	0.142857142857	0.222222222222	1.65899859587886	0.6	0.403485021779201	0.416196286301047
KEGG_SMALL_CELL_LUNG_CANCER	TRAF2(1);CASP9(1),PIK3R5(1)	6	1	7	2	0.142857142857	0.222222222222	1.65899859587886	0.6	0.403485021779201	0.416196286301047
KEGG_SPLICEOSOME	AQR(1);LSM7(1),PRPF40B(2)	6	1	7	2	0.142857142857	0.222222222222	1.65899859587886	0.6	0.403485021779201	0.416196286301047
KEGG_TRYPTOPHAN_METABOLISM	HADHA(1);HADHA(2)	6	1	7	2	0.142857142857	0.222222222222	1.65899859587886	0.6	0.403485021779201	0.416196286301047
KEGG_VIBRIO_CHOLERAE_INFECTION	KDELR3(1);ATP6V1D(1),PDIA4(1)	6	1	7	2	0.142857142857	0.222222222222	1.65899859587886	0.6	0.403485021779201	0.416196286301047
REACTOME_ACTIVATED_TLR4_SIGNALLING	ECSIT(1);IRAK1(1),TLR10(1),TLR6(1)	6	1	7	2	0.142857142857	0.222222222222	1.65899859587886	0.6	0.403485021779201	0.416196286301047
REACTOME_BILE_SALT_AND_ORGANIC_ANION_SLC_TRANSPORTERS	SLC16A8(1);SLC13A1(1),SLC13A3(1),SLC16A7(1)	6	1	7	2	0.142857142857	0.222222222222	1.65899859587886	0.6	0.403485021779201	0.416196286301047
REACTOME_CELL_JUNCTION_ORGANIZATION	FBLIM1(1);CADM1(1),CLDN23(1)	6	1	7	2	0.142857142857	0.222222222222	1.65899859587886	0.6	0.403485021779201	0.416196286301047
REACTOME_COPI_MEDIATED_TRANSPORT	COPE(1);COPB2(1),COPE(1)	6	1	7	2	0.142857142857	0.222222222222	1.65899859587886	0.6	0.403485021779201	0.416196286301047
REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS	CASP3(1);CASP3(1),CASP9(1)	6	1	7	2	0.142857142857	0.222222222222	1.65899859587886	0.6	0.403485021779201	0.416196286301047
REACTOME_MYD88_CASCADE	ECSIT(1);IRAK1(1),TLR10(1),TLR6(1)	6	1	7	2	0.142857142857	0.222222222222	1.65899859587886	0.6	0.403485021779201	0.416196286301047
REACTOME_REGULATION_OF_BETA_CELL_DEVELOPMENT	NKX6-1(1);ONECUT3(2),PTF1A(1),RPS3(1)	6	1	7	2	0.142857142857	0.222222222222	1.65899859587886	0.6	0.403485021779201	0.416196286301047
REACTOME_REGULATION_OF_INSULIN_SECRETION_BY_GLUCAGON_LIKE_PEPTIDE_1	RAPGEF4(1);ADCY5(1),CACNB3(1),GNAI2(1)	6	1	7	2	0.142857142857	0.222222222222	1.65899859587886	0.6	0.403485021779201	0.416196286301047
REACTOME_RHO_GTPASE_CYCLE	RHOD(1);ARHGDIG(1),RHOD(1)	6	1	7	2	0.142857142857	0.222222222222	1.65899859587886	0.6	0.403485021779201	0.416196286301047
REACTOME_RNA_POLYMERASE_I_CHAIN_ELONGATION	POLR1A(1);ERCC3(1),POLR1C(1)	6	1	7	2	0.142857142857	0.222222222222	1.65899859587886	0.6	0.403485021779201	0.416196286301047
REACTOME_RNA_POLYMERASE_I_PROMOTER_ESCAPE	POLR1A(1);ERCC3(1),POLR1C(1)	6	1	7	2	0.142857142857	0.222222222222	1.65899859587886	0.6	0.403485021779201	0.416196286301047
