Row.names	PathwayMutatedGenes	BRCAControl_NumNonMuts	BRCAControl_NumMuts	BRCACancer_NumNonMuts	BRCACancer_NumMuts	BRCAControl_MutationRate	BRCACancer_MutationRate	FisherOddsRatio	Fisher_P	ExactTestStatistic	Exact_P
BIOCARTA_CDC42RAC_PATHWAY	;PDGFRA(1)	9	0	7	1	0	0.125	NA	0.470588235294117	1.09330348028349	0.238414094293157
BIOCARTA_CDMAC_PATHWAY	;NFKB1(1)	9	0	7	1	0	0.125	NA	0.470588235294117	1.09330348028349	0.238414094293157
BIOCARTA_CERAMIDE_PATHWAY	;NFKB1(1)	9	0	7	1	0	0.125	NA	0.470588235294117	1.09330348028349	0.238414094293157
BIOCARTA_CXCR4_PATHWAY	;NFKB1(1)	9	0	7	1	0	0.125	NA	0.470588235294117	1.09330348028349	0.238414094293157
BIOCARTA_DC_PATHWAY	;IL5(1)	9	0	7	1	0	0.125	NA	0.470588235294117	1.09330348028349	0.238414094293157
BIOCARTA_EDG1_PATHWAY	;PDGFRA(1)	9	0	7	1	0	0.125	NA	0.470588235294117	1.09330348028349	0.238414094293157
BIOCARTA_EPHA4_PATHWAY	;L1CAM(1)	9	0	7	1	0	0.125	NA	0.470588235294117	1.09330348028349	0.238414094293157
BIOCARTA_EPO_PATHWAY	;JAK2(1)	9	0	7	1	0	0.125	NA	0.470588235294117	1.09330348028349	0.238414094293157
BIOCARTA_ERK_PATHWAY	;PDGFRA(1)	9	0	7	1	0	0.125	NA	0.470588235294117	1.09330348028349	0.238414094293157
BIOCARTA_EXTRINSIC_PATHWAY	;F2R(1),FGB(1)	9	0	7	1	0	0.125	NA	0.470588235294117	1.09330348028349	0.238414094293157
BIOCARTA_FCER1_PATHWAY	;SYK(1)	9	0	7	1	0	0.125	NA	0.470588235294117	1.09330348028349	0.238414094293157
BIOCARTA_FIBRINOLYSIS_PATHWAY	;F2R(1),FGB(1),SERPINB2(1)	9	0	7	1	0	0.125	NA	0.470588235294117	1.09330348028349	0.238414094293157
BIOCARTA_FREE_PATHWAY	;NFKB1(1)	9	0	7	1	0	0.125	NA	0.470588235294117	1.09330348028349	0.238414094293157
BIOCARTA_G2_PATHWAY	;CDC25A(1)	9	0	7	1	0	0.125	NA	0.470588235294117	1.09330348028349	0.238414094293157
BIOCARTA_GABA_PATHWAY	;GABRA6(1)	9	0	7	1	0	0.125	NA	0.470588235294117	1.09330348028349	0.238414094293157
BIOCARTA_GATA3_PATHWAY	;IL5(1)	9	0	7	1	0	0.125	NA	0.470588235294117	1.09330348028349	0.238414094293157
BIOCARTA_GH_PATHWAY	;JAK2(1)	9	0	7	1	0	0.125	NA	0.470588235294117	1.09330348028349	0.238414094293157
BIOCARTA_GLEEVEC_PATHWAY	;JAK2(1)	9	0	7	1	0	0.125	NA	0.470588235294117	1.09330348028349	0.238414094293157
BIOCARTA_HCMV_PATHWAY	;NFKB1(1)	9	0	7	1	0	0.125	NA	0.470588235294117	1.09330348028349	0.238414094293157
BIOCARTA_IL3_PATHWAY	;JAK2(1)	9	0	7	1	0	0.125	NA	0.470588235294117	1.09330348028349	0.238414094293157
BIOCARTA_IL5_PATHWAY	;IL5(1)	9	0	7	1	0	0.125	NA	0.470588235294117	1.09330348028349	0.238414094293157
BIOCARTA_IL6_PATHWAY	;JAK2(1)	9	0	7	1	0	0.125	NA	0.470588235294117	1.09330348028349	0.238414094293157
BIOCARTA_INTRINSIC_PATHWAY	;F2R(1),FGB(1)	9	0	7	1	0	0.125	NA	0.470588235294117	1.09330348028349	0.238414094293157
BIOCARTA_MYOSIN_PATHWAY	;MYL2(1)	9	0	7	1	0	0.125	NA	0.470588235294117	1.09330348028349	0.238414094293157
BIOCARTA_NKCELLS_PATHWAY	;SYK(1)	9	0	7	1	0	0.125	NA	0.470588235294117	1.09330348028349	0.238414094293157
BIOCARTA_NO2IL12_PATHWAY	;JAK2(1)	9	0	7	1	0	0.125	NA	0.470588235294117	1.09330348028349	0.238414094293157
BIOCARTA_P27_PATHWAY	;CCNE1(1)	9	0	7	1	0	0.125	NA	0.470588235294117	1.09330348028349	0.238414094293157
BIOCARTA_P53_PATHWAY	;CCNE1(1)	9	0	7	1	0	0.125	NA	0.470588235294117	1.09330348028349	0.238414094293157
BIOCARTA_PAR1_PATHWAY	;F2R(1)	9	0	7	1	0	0.125	NA	0.470588235294117	1.09330348028349	0.238414094293157
BIOCARTA_PTC1_PATHWAY	;CDC25A(1)	9	0	7	1	0	0.125	NA	0.470588235294117	1.09330348028349	0.238414094293157
BIOCARTA_PTDINS_PATHWAY	;PRKCZ(1)	9	0	7	1	0	0.125	NA	0.470588235294117	1.09330348028349	0.238414094293157
BIOCARTA_RELA_PATHWAY	;NFKB1(1)	9	0	7	1	0	0.125	NA	0.470588235294117	1.09330348028349	0.238414094293157
BIOCARTA_RNA_PATHWAY	;NFKB1(1)	9	0	7	1	0	0.125	NA	0.470588235294117	1.09330348028349	0.238414094293157
BIOCARTA_SET_PATHWAY	;DFFB(1)	9	0	7	1	0	0.125	NA	0.470588235294117	1.09330348028349	0.238414094293157
BIOCARTA_SKP2E2F_PATHWAY	;CCNE1(1)	9	0	7	1	0	0.125	NA	0.470588235294117	1.09330348028349	0.238414094293157
BIOCARTA_SODD_PATHWAY	;BAG4(1)	9	0	7	1	0	0.125	NA	0.470588235294117	1.09330348028349	0.238414094293157
BIOCARTA_SPPA_PATHWAY	;F2R(1),SYK(1)	9	0	7	1	0	0.125	NA	0.470588235294117	1.09330348028349	0.238414094293157
BIOCARTA_SRCRPTP_PATHWAY	;CDC25A(1)	9	0	7	1	0	0.125	NA	0.470588235294117	1.09330348028349	0.238414094293157
BIOCARTA_STRESS_PATHWAY	;NFKB1(1)	9	0	7	1	0	0.125	NA	0.470588235294117	1.09330348028349	0.238414094293157
BIOCARTA_TALL1_PATHWAY	;NFKB1(1)	9	0	7	1	0	0.125	NA	0.470588235294117	1.09330348028349	0.238414094293157
BIOCARTA_TNFR2_PATHWAY	;NFKB1(1)	9	0	7	1	0	0.125	NA	0.470588235294117	1.09330348028349	0.238414094293157
BIOCARTA_VIP_PATHWAY	;NFKB1(1)	9	0	7	1	0	0.125	NA	0.470588235294117	1.09330348028349	0.238414094293157
KEGG_ALLOGRAFT_REJECTION	;IL5(1)	9	0	7	1	0	0.125	NA	0.470588235294117	1.09330348028349	0.238414094293157
KEGG_ARGININE_AND_PROLINE_METABOLISM	;ALDH3A2(1)	9	0	7	1	0	0.125	NA	0.470588235294117	1.09330348028349	0.238414094293157
KEGG_ASCORBATE_AND_ALDARATE_METABOLISM	;ALDH3A2(1)	9	0	7	1	0	0.125	NA	0.470588235294117	1.09330348028349	0.238414094293157
KEGG_ASTHMA	;IL5(1)	9	0	7	1	0	0.125	NA	0.470588235294117	1.09330348028349	0.238414094293157
KEGG_CIRCADIAN_RHYTHM_MAMMAL	;RORB(1)	9	0	7	1	0	0.125	NA	0.470588235294117	1.09330348028349	0.238414094293157
KEGG_ENDOCRINE_AND_OTHER_FACTOR_REGULATED_CALCIUM_REABSORPTION	;ATP2B1(1)	9	0	7	1	0	0.125	NA	0.470588235294117	1.09330348028349	0.238414094293157
KEGG_FOLATE_BIOSYNTHESIS	;ALPL(1)	9	0	7	1	0	0.125	NA	0.470588235294117	1.09330348028349	0.238414094293157
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE	;B3GNT1(1)	9	0	7	1	0	0.125	NA	0.470588235294117	1.09330348028349	0.238414094293157
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES	;ST6GALNAC6(1)	9	0	7	1	0	0.125	NA	0.470588235294117	1.09330348028349	0.238414094293157
KEGG_HISTIDINE_METABOLISM	;ALDH3A2(1),CNDP1(1)	9	0	7	1	0	0.125	NA	0.470588235294117	1.09330348028349	0.238414094293157
KEGG_MISMATCH_REPAIR	;RPA1(1)	9	0	7	1	0	0.125	NA	0.470588235294117	1.09330348028349	0.238414094293157
KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS	;ALDH3A2(1)	9	0	7	1	0	0.125	NA	0.470588235294117	1.09330348028349	0.238414094293157
KEGG_SULFUR_RELAY_SYSTEM	;MPST(1)	9	0	7	1	0	0.125	NA	0.470588235294117	1.09330348028349	0.238414094293157
KEGG_SYNTHESIS_AND_DEGRADATION_OF_KETONE_BODIES	;BDH2(1)	9	0	7	1	0	0.125	NA	0.470588235294117	1.09330348028349	0.238414094293157
KEGG_TYROSINE_METABOLISM	;ADH4(1)	9	0	7	1	0	0.125	NA	0.470588235294117	1.09330348028349	0.238414094293157
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_BIOSYNTHESIS	;PDHA2(1)	9	0	7	1	0	0.125	NA	0.470588235294117	1.09330348028349	0.238414094293157
REACTOME_ABORTIVE_ELONGATION_OF_HIV1_TRANSCRIPT_IN_THE_ABSENCE_OF_TAT	;SUPT4H1(1)	9	0	7	1	0	0.125	NA	0.470588235294117	1.09330348028349	0.238414094293157
REACTOME_ACTIVATED_TAK1_MEDIATES_P38_MAPK_ACTIVATION	;TLR3(1)	9	0	7	1	0	0.125	NA	0.470588235294117	1.09330348028349	0.238414094293157
REACTOME_AMINO_ACID_TRANSPORT_ACROSS_THE_PLASMA_MEMBRANE	;SLC7A6(1)	9	0	7	1	0	0.125	NA	0.470588235294117	1.09330348028349	0.238414094293157
REACTOME_A_THIRD_PROTEOLYTIC_CLEAVAGE_RELEASES_NICD	;PSEN2(1)	9	0	7	1	0	0.125	NA	0.470588235294117	1.09330348028349	0.238414094293157
REACTOME_BRANCHED_CHAIN_AMINO_ACID_CATABOLISM	;MCCC1(1)	9	0	7	1	0	0.125	NA	0.470588235294117	1.09330348028349	0.238414094293157
REACTOME_CENTROSOME_MATURATION	;TSGA14(1)	9	0	7	1	0	0.125	NA	0.470588235294117	1.09330348028349	0.238414094293157
REACTOME_CITRIC_ACID_CYCLE	;SUCLG1(1)	9	0	7	1	0	0.125	NA	0.470588235294117	1.09330348028349	0.238414094293157
REACTOME_COMMON_PATHWAY	;FGB(1)	9	0	7	1	0	0.125	NA	0.470588235294117	1.09330348028349	0.238414094293157
REACTOME_COSTIMULATION_BY_THE_CD28_FAMILY	;CD274(1)	9	0	7	1	0	0.125	NA	0.470588235294117	1.09330348028349	0.238414094293157
REACTOME_CYCLIN_A1_ASSOCIATED_EVENTS_DURING_G2_M_TRANSITION	;CDC25A(1)	9	0	7	1	0	0.125	NA	0.470588235294117	1.09330348028349	0.238414094293157
REACTOME_CYTOSOLIC_TRNA_AMINOACYLATION	;QARS(1)	9	0	7	1	0	0.125	NA	0.470588235294117	1.09330348028349	0.238414094293157
REACTOME_DOWNSTREAM_TCR_SIGNALING	;NFKB1(1)	9	0	7	1	0	0.125	NA	0.470588235294117	1.09330348028349	0.238414094293157
REACTOME_ETHANOL_OXIDATION	;ADH4(1)	9	0	7	1	0	0.125	NA	0.470588235294117	1.09330348028349	0.238414094293157
REACTOME_FORMATION_OF_FIBRIN_CLOT_CLOTTING_CASCADE	;FGB(1)	9	0	7	1	0	0.125	NA	0.470588235294117	1.09330348028349	0.238414094293157
REACTOME_FURTHER_PLATELET_RELEASATE	;TLN1(1)	9	0	7	1	0	0.125	NA	0.470588235294117	1.09330348028349	0.238414094293157
REACTOME_GLUTATHIONE_CONJUGATION	;GSTA2(1)	9	0	7	1	0	0.125	NA	0.470588235294117	1.09330348028349	0.238414094293157
REACTOME_HOMOLOGOUS_RECOMBINATION_REPAIR	;RPA1(1)	9	0	7	1	0	0.125	NA	0.470588235294117	1.09330348028349	0.238414094293157
REACTOME_JNK_PHOSPHORYLATION_AND_ACTIVATION_MEDIATED_BY_ACTIVATED_HUMAN_TAK1	;TLR3(1)	9	0	7	1	0	0.125	NA	0.470588235294117	1.09330348028349	0.238414094293157
REACTOME_LOSS_OF_NLP_FROM_MITOTIC_CENTROSOMES	;TSGA14(1)	9	0	7	1	0	0.125	NA	0.470588235294117	1.09330348028349	0.238414094293157
REACTOME_NRIF_SIGNALS_CELL_DEATH_FROM_THE_NUCLEUS	;PSEN2(1)	9	0	7	1	0	0.125	NA	0.470588235294117	1.09330348028349	0.238414094293157
REACTOME_OTHER_SEMAPHORIN_INTERACTIONS	;SEMA5A(1)	9	0	7	1	0	0.125	NA	0.470588235294117	1.09330348028349	0.238414094293157
REACTOME_P53_INDEPENDENT_DNA_DAMAGE_RESPONSE	;CDC25A(1)	9	0	7	1	0	0.125	NA	0.470588235294117	1.09330348028349	0.238414094293157
REACTOME_PD1_SIGNALING	;CD274(1)	9	0	7	1	0	0.125	NA	0.470588235294117	1.09330348028349	0.238414094293157
REACTOME_PLATELET_ADHESION_TO_EXPOSED_COLLAGEN	;COL1A2(1)	9	0	7	1	0	0.125	NA	0.470588235294117	1.09330348028349	0.238414094293157
REACTOME_PYRUVATE_METABOLISM_AND_TCA_CYCLE	;SUCLG1(1)	9	0	7	1	0	0.125	NA	0.470588235294117	1.09330348028349	0.238414094293157
REACTOME_REMOVAL_OF_THE_FLAP_INTERMEDIATE_FROM_THE_C_STRAND	;RPA1(1)	9	0	7	1	0	0.125	NA	0.470588235294117	1.09330348028349	0.238414094293157
REACTOME_REPAIR_SYNTHESIS_OF_PATCH_27_30_BASES_LONG_BY_DNA_POLYMERASE	;RPA1(1)	9	0	7	1	0	0.125	NA	0.470588235294117	1.09330348028349	0.238414094293157
REACTOME_SCF_SKP2_MEDIATED_DEGRADATION_OF_P27_P21	;CCNE1(1)	9	0	7	1	0	0.125	NA	0.470588235294117	1.09330348028349	0.238414094293157
REACTOME_SEMA4D_INDUCED_CELL_MIGRATION_AND_GROWTH_CONE_COLLAPSE	;ERBB2(1)	9	0	7	1	0	0.125	NA	0.470588235294117	1.09330348028349	0.238414094293157
REACTOME_SIGNALING_BY_BMP	;SMAD7(1)	9	0	7	1	0	0.125	NA	0.470588235294117	1.09330348028349	0.238414094293157
REACTOME_SIGNALING_BY_NOTCH	;PSEN2(1)	9	0	7	1	0	0.125	NA	0.470588235294117	1.09330348028349	0.238414094293157
REACTOME_SMOOTH_MUSCLE_CONTRACTION	;TLN1(1)	9	0	7	1	0	0.125	NA	0.470588235294117	1.09330348028349	0.238414094293157
REACTOME_SPHINGOLIPID_METABOLISM	;LASS5(1)	9	0	7	1	0	0.125	NA	0.470588235294117	1.09330348028349	0.238414094293157
REACTOME_TAT_MEDIATED_HIV1_ELONGATION_ARREST_AND_RECOVERY	;SUPT4H1(1)	9	0	7	1	0	0.125	NA	0.470588235294117	1.09330348028349	0.238414094293157
REACTOME_TCR_SIGNALING	;NFKB1(1)	9	0	7	1	0	0.125	NA	0.470588235294117	1.09330348028349	0.238414094293157
REACTOME_THROMBIN_SIGNALLING_THROUGH_PROTEINASE_ACTIVATED_RECEPTORS	;F2R(1)	9	0	7	1	0	0.125	NA	0.470588235294117	1.09330348028349	0.238414094293157
REACTOME_VITAMIN_B5_PANTOTHENATE_METABOLISM	;COASY(1)	9	0	7	1	0	0.125	NA	0.470588235294117	1.09330348028349	0.238414094293157
REACTOME_XENOBIOTICS	;CYP3A7(1)	9	0	7	1	0	0.125	NA	0.470588235294117	1.09330348028349	0.238414094293157
SA_B_CELL_RECEPTOR_COMPLEXES	;SYK(1)	9	0	7	1	0	0.125	NA	0.470588235294117	1.09330348028349	0.238414094293157
SA_G2_AND_M_PHASES	;CDC25A(1)	9	0	7	1	0	0.125	NA	0.470588235294117	1.09330348028349	0.238414094293157
SA_REG_CASCADE_OF_CYCLIN_EXPR	;CCNE1(1)	9	0	7	1	0	0.125	NA	0.470588235294117	1.09330348028349	0.238414094293157
SIG_REGULATION_OF_THE_ACTIN_CYTOSKELETON_BY_RHO_GTPASES	;PFN2(1)	9	0	7	1	0	0.125	NA	0.470588235294117	1.09330348028349	0.238414094293157
ST_ERK1_ERK2_MAPK_PATHWAY	;NFKB1(1)	9	0	7	1	0	0.125	NA	0.470588235294117	1.09330348028349	0.238414094293157
ST_IL_13_PATHWAY	;JAK2(1)	9	0	7	1	0	0.125	NA	0.470588235294117	1.09330348028349	0.238414094293157
ST_INTERFERON_GAMMA_PATHWAY	;JAK2(1)	9	0	7	1	0	0.125	NA	0.470588235294117	1.09330348028349	0.238414094293157
ST_INTERLEUKIN_13_PATHWAY	;JAK2(1)	9	0	7	1	0	0.125	NA	0.470588235294117	1.09330348028349	0.238414094293157
ST_JAK_STAT_PATHWAY	;JAK2(1)	9	0	7	1	0	0.125	NA	0.470588235294117	1.09330348028349	0.238414094293157
ST_STAT3_PATHWAY	;JAK2(1)	9	0	7	1	0	0.125	NA	0.470588235294117	1.09330348028349	0.238414094293157
ST_TYPE_I_INTERFERON_PATHWAY	;IFNAR1(1)	9	0	7	1	0	0.125	NA	0.470588235294117	1.09330348028349	0.238414094293157
REACTOME_FORMATION_OF_PLATELET_PLUG	ADRA2C(1),DGKD(1),GNAI2(1),HGF(1),PDGFB(1),PIK3R5(1),TGFB2(1);ADRA2C(4),COL1A2(1),F2R(1),FGB(1),ITPR1(1),ITPR2(1),PRKCZ(1),SPARC(1),SYK(1),TLN1(1)	3	6	1	7	0.666666666667	0.875	3.25772269891603	0.335294117647059	1.0107594250783	0.238414094299771
REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS	AGTR1(1),ANXA1(1),AVPR1B(1),GALR1(1),GALR3(1),MLNR(2),PYY(1),SSTR5(1),TACR3(1),UTS2R(1);AGTR1(1),CCL25(1),CCR6(1),F2R(1),MC2R(1),OPRL1(1),PROKR2(1),QRFPR(1),RLN3(2)	3	6	1	7	0.666666666667	0.875	3.25772269891603	0.335294117647059	1.0107594250783	0.238414094299771
KEGG_OLFACTORY_TRANSDUCTION	OR10J5(1),OR13A1(1),OR13D1(1),OR1A2(1),OR1L1(1),OR1S1(1),OR2B6(1),OR2L8(1),OR2M7(1),OR51F1(1),OR51T1(1),OR52M1(1),OR6B2(1),OR6C4(1),OR6Y1(1),OR8B8(1),OR8D1(1),OR9Q1(1);CALML5(1),CLCA1(1),OR10J1(1),OR1J4(2),OR2AT4(1),OR2C1(1),OR2M7(1),OR2T1(1),OR2T6(1),OR4B1(1),OR4F15(1),OR51F1(1),OR52D1(1),OR52N4(1),OR6C70(1),OR6K2(1),OR7A17(1),OR8D2(1),OR9Q1(1)	1	8	0	8	0.888888888889	1	NA	0.529411764705882	0.97182531580755	0.284404590076005
KEGG_PATHWAYS_IN_CANCER	ARNT(1),CASP3(1),CASP9(1),DAPK1(1),FGFR2(1),FZD1(1),HGF(1),PDGFB(1),PIK3R5(1),RASSF1(1),TGFB2(1),TGFBR1(2);APC2(1),ARAF(1),CCDC6(1),CCNE1(1),DVL3(1),EGLN3(1),ERBB2(1),FGF13(1),FGFR2(1),FZD1(1),FZD7(1),ITGA3(1),NFKB1(1),NFKB2(1),PDGFRA(1),TFG(1),TGFBR2(1)	1	8	0	8	0.888888888889	1	NA	0.529411764705882	0.97182531580755	0.284404590076005
REACTOME_OLFACTORY_SIGNALING_PATHWAY	OR10J5(1),OR1A2(1),OR1L1(1),OR1S1(1),OR2B6(1),OR2L8(1),OR2M7(1),OR51F1(1),OR51T1(1),OR52M1(1),OR6B2(1),OR6C4(1),OR6Y1(1),OR8B8(1),OR8D1(1),OR9Q1(1);OR10J1(1),OR1J4(2),OR2AT4(1),OR2C1(1),OR2M7(1),OR2T1(1),OR2T6(1),OR4B1(1),OR4F15(1),OR51F1(1),OR52D1(1),OR52N4(1),OR5H1(1),OR6C70(1),OR6K2(1),OR7A17(1),OR8D2(1),OR9Q1(1)	1	8	0	8	0.888888888889	1	NA	0.529411764705882	0.97182531580755	0.284404590076005
KEGG_FOCAL_ADHESION	ACTN3(2),COL6A1(1),HGF(1),ITGA7(1),PDGFB(1),PIK3R5(1);CAV3(1),COL1A2(1),ERBB2(1),ITGA3(1),ITGA7(1),MYL2(1),PDGFRA(1),TLN1(1)	4	5	2	6	0.555555555556	0.75	2.27807614791176	0.373303167420814	0.837363989659486	0.28530040290952
KEGG_INFLUENZA_A	CASP9(1),IFNA14(1),IFNA6(1),IL33(1),MAPK13(1),NXF1(1),PABPN1(1),PIK3R5(1);IFNAR1(1),IL33(1),IRF3(1),JAK2(1),NFKB1(1),PABPN1(1),TLR3(1),TMPRSS13(1)	4	5	2	6	0.555555555556	0.75	2.27807614791176	0.373303167420814	0.837363989659486	0.28530040290952
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	ACTN3(2),FGFR2(1),IQGAP2(1),ITGA7(1),PDGFB(1),PIK3R5(1);APC2(1),ARAF(1),CHRM5(1),F2R(1),FGF13(1),FGFR2(1),ITGA3(1),ITGA7(1),MYL2(1),PDGFRA(1),PFN2(1),RRAS(1)	4	5	2	6	0.555555555556	0.75	2.27807614791176	0.373303167420814	0.837363989659486	0.28530040290952
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	ADCY5(1),AGTR1(1),AVPR1B(1),KCNU1(1),NPR2(1),PLA2G12B(1);ADCY5(1),AGTR1(1),ARAF(1),CALML5(1),ITPR1(1),ITPR2(1),KCNMA1(1),KCNU1(1),NPR2(1),PLA2G2D(1)	4	5	2	6	0.555555555556	0.75	2.27807614791176	0.373303167420814	0.837363989659486	0.28530040290952
REACTOME_PLATELET_ACTIVATION	DGKD(1),GNAI2(1),HGF(1),PDGFB(1),PIK3R5(1),TGFB2(1);COL1A2(1),F2R(1),FGB(1),ITPR1(1),ITPR2(1),PRKCZ(1),SPARC(1),SYK(1),TLN1(1)	4	5	2	6	0.555555555556	0.75	2.27807614791176	0.373303167420814	0.837363989659486	0.28530040290952
BIOCARTA_ACE2_PATHWAY	AGTR1(1);ACE2(1),AGTR1(1)	8	1	6	2	0.111111111111	0.25	2.51691182469352	0.452941176470588	0.749779509035364	0.302272927562484
BIOCARTA_EPONFKB_PATHWAY	ARNT(1);JAK2(1),NFKB1(1)	8	1	6	2	0.111111111111	0.25	2.51691182469352	0.452941176470588	0.749779509035364	0.302272927562484
BIOCARTA_G1_PATHWAY	TGFB2(1);CCNE1(1),CDC25A(1)	8	1	6	2	0.111111111111	0.25	2.51691182469352	0.452941176470588	0.749779509035364	0.302272927562484
BIOCARTA_IL2_PATHWAY	IL2RA(1);IL2RA(1),SYK(1)	8	1	6	2	0.111111111111	0.25	2.51691182469352	0.452941176470588	0.749779509035364	0.302272927562484
BIOCARTA_IL2RB_PATHWAY	IL2RA(1);IL2RA(1),SYK(1)	8	1	6	2	0.111111111111	0.25	2.51691182469352	0.452941176470588	0.749779509035364	0.302272927562484
BIOCARTA_NKT_PATHWAY	TGFB2(1);IL18R1(1),IL5(1)	8	1	6	2	0.111111111111	0.25	2.51691182469352	0.452941176470588	0.749779509035364	0.302272927562484
BIOCARTA_TH1TH2_PATHWAY	IL2RA(1);IL18R1(1),IL2RA(1)	8	1	6	2	0.111111111111	0.25	2.51691182469352	0.452941176470588	0.749779509035364	0.302272927562484
BIOCARTA_TNFR1_PATHWAY	CASP3(1);BAG4(1),DFFB(1)	8	1	6	2	0.111111111111	0.25	2.51691182469352	0.452941176470588	0.749779509035364	0.302272927562484
KEGG_ACUTE_MYELOID_LEUKEMIA	PIK3R5(1);ARAF(1),NFKB1(1)	8	1	6	2	0.111111111111	0.25	2.51691182469352	0.452941176470588	0.749779509035364	0.302272927562484
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	ACSL6(1);JAK2(1),NFKB1(1)	8	1	6	2	0.111111111111	0.25	2.51691182469352	0.452941176470588	0.749779509035364	0.302272927562484
KEGG_DNA_REPLICATION	POLA2(1);POLA2(1),RPA1(1)	8	1	6	2	0.111111111111	0.25	2.51691182469352	0.452941176470588	0.749779509035364	0.302272927562484
KEGG_FAT_DIGESTION_AND_ABSORPTION	CEL(1),PLA2G12B(1);PLA2G2D(1),SLC27A4(1)	8	1	6	2	0.111111111111	0.25	2.51691182469352	0.452941176470588	0.749779509035364	0.302272927562484
KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM	HAO2(1);GLYCTK(1),MUT(1)	8	1	6	2	0.111111111111	0.25	2.51691182469352	0.452941176470588	0.749779509035364	0.302272927562484
KEGG_LINOLEIC_ACID_METABOLISM	PLA2G12B(1);CYP3A7(1),PLA2G2D(1)	8	1	6	2	0.111111111111	0.25	2.51691182469352	0.452941176470588	0.749779509035364	0.302272927562484
KEGG_RENIN_ANGIOTENSIN_SYSTEM	AGTR1(1);ACE2(1),AGTR1(1)	8	1	6	2	0.111111111111	0.25	2.51691182469352	0.452941176470588	0.749779509035364	0.302272927562484
KEGG_STEROID_HORMONE_BIOSYNTHESIS	HSD3B1(1);CYP3A7(1),HSD17B6(1)	8	1	6	2	0.111111111111	0.25	2.51691182469352	0.452941176470588	0.749779509035364	0.302272927562484
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS	WWP2(1);RCHY1(1),RHOBTB2(1)	8	1	6	2	0.111111111111	0.25	2.51691182469352	0.452941176470588	0.749779509035364	0.302272927562484
REACTOME_ACTIVATION_OF_RAC	ROBO1(1);ROBO1(2)	8	1	6	2	0.111111111111	0.25	2.51691182469352	0.452941176470588	0.749779509035364	0.302272927562484
REACTOME_AMINO_ACID_AND_OLIGOPEPTIDE_SLC_TRANSPORTERS	SLC5A8(1);SLC15A1(1),SLC7A6(1)	8	1	6	2	0.111111111111	0.25	2.51691182469352	0.452941176470588	0.749779509035364	0.302272927562484
REACTOME_ASSOCIATION_OF_TRIC_CCT_WITH_TARGET_PROTEINS_DURING_BIOSYNTHESIS	CCT3(1);FBXW10(1),LONP2(1)	8	1	6	2	0.111111111111	0.25	2.51691182469352	0.452941176470588	0.749779509035364	0.302272927562484
REACTOME_CELL_CYCLE_CHECKPOINTS	ORC6(1);CCNE1(1),CDC25A(1),RPA1(1)	8	1	6	2	0.111111111111	0.25	2.51691182469352	0.452941176470588	0.749779509035364	0.302272927562484
REACTOME_CHAPERONIN_MEDIATED_PROTEIN_FOLDING	CCT3(1);FBXW10(1),LONP2(1)	8	1	6	2	0.111111111111	0.25	2.51691182469352	0.452941176470588	0.749779509035364	0.302272927562484
REACTOME_CLASS_B2_SECRETIN_FAMILY_RECEPTORS	FZD1(1);FZD1(1),FZD7(1)	8	1	6	2	0.111111111111	0.25	2.51691182469352	0.452941176470588	0.749779509035364	0.302272927562484
REACTOME_DNA_STRAND_ELONGATION	POLA2(1);POLA2(1),RPA1(1)	8	1	6	2	0.111111111111	0.25	2.51691182469352	0.452941176470588	0.749779509035364	0.302272927562484
REACTOME_EFFECTS_OF_PIP2_HYDROLYSIS	DGKD(1);ITPR1(1),ITPR2(1)	8	1	6	2	0.111111111111	0.25	2.51691182469352	0.452941176470588	0.749779509035364	0.302272927562484
REACTOME_EXTENSION_OF_TELOMERES	POLA2(1);POLA2(1),RPA1(1)	8	1	6	2	0.111111111111	0.25	2.51691182469352	0.452941176470588	0.749779509035364	0.302272927562484
REACTOME_GLUTAMATE_NEUROTRANSMITTER_RELEASE_CYCLE	RIMS1(1);FNBP1L(1),RIMS1(1)	8	1	6	2	0.111111111111	0.25	2.51691182469352	0.452941176470588	0.749779509035364	0.302272927562484
REACTOME_HIV1_TRANSCRIPTION_INITIATION	ERCC3(1);TAF1(1),TAF11(1)	8	1	6	2	0.111111111111	0.25	2.51691182469352	0.452941176470588	0.749779509035364	0.302272927562484
REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL	CD96(1);ICAM3(1),ULBP3(1)	8	1	6	2	0.111111111111	0.25	2.51691182469352	0.452941176470588	0.749779509035364	0.302272927562484
