Row.names	PathwayMutatedGenes	BRCA12Cancer_NumNonMuts	BRCA12Cancer_NumMuts	BRCAXCancer_NumNonMuts	BRCAXCancer_NumMuts	BRCA12Cancer_MutationRate	BRCAXCancer_MutationRate	FisherOddsRatio	Fisher_P	ExactTestStatistic	Exact_P
REACTOME_GTP_HYDROLYSIS_AND_JOINING_OF_THE_60S_RIBOSOMAL_SUBUNIT	RPL35A(1);EIF3A(1),RPL7(2),RPS16(1)	7	1	7	4	0.125	0.363636363636	3.73352155184632	0.266769865841073	1.16628781727637	0.203967727755584
REACTOME_IRS_RELATED_EVENTS	FGFR2(1);MTOR(1),PIK3CA(2),RPTOR(2)	7	1	7	4	0.125	0.363636363636	3.73352155184632	0.266769865841073	1.16628781727637	0.203967727755584
REACTOME_METABLISM_OF_NUCLEOTIDES	NT5C1A(1),SLC29A2(1);CTPS2(1),NT5C2(1),NT5C3(2),NT5M(1)	7	1	7	4	0.125	0.363636363636	3.73352155184632	0.266769865841073	1.16628781727637	0.203967727755584
REACTOME_TRANSLATION	RPL35A(1);EIF3A(1),RPL7(2),RPS16(1)	7	1	7	4	0.125	0.363636363636	3.73352155184632	0.266769865841073	1.16628781727637	0.203967727755584
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY	CALML5(1),NFKB1(1),NTRK2(1),PSEN2(1);PIK3CA(2),PIK3R5(1),PSEN2(3),SHC2(1)	5	3	4	7	0.375	0.636363636364	2.74898988876604	0.25494165277447	1.12652814282008	0.203968180831677
REACTOME_HIV_INFECTION	SUPT4H1(1),TAF1(1),TAF11(1);ATP6V1H(1),CCNT1(2),CCR5(1),GTF2E2(2),NUP155(1)	5	3	4	7	0.375	0.636363636364	2.74898988876604	0.25494165277447	1.12652814282008	0.203968180831677
REACTOME_TRKA_SIGNALLING_FROM_THE_PLASMA_MEMBRANE	ADCY5(1),ITPR1(1),ITPR2(1);MDM2(3),MTOR(1),PIK3CA(2),SHC2(1)	5	3	4	7	0.375	0.636363636364	2.74898988876604	0.25494165277447	1.12652814282008	0.203968180831677
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	ARAF(1),IFNAR1(1),SYK(1),ULBP3(1);PIK3CA(2),PIK3R5(1),PRF1(3),PTK2B(1),PTPN6(1),SHC2(1),TNFRSF10A(1),TNFRSF10C(1)	4	4	3	8	0.5	0.727272727273	2.52553261135126	0.296618242438676	1.01397166042179	0.204015517748787
KEGG_PURINE_METABOLISM	ADCY5(1),ENTPD2(1),NPR2(1),NT5C1A(1),POLA2(1),POLR3GL(1);ENTPD4(1),ENTPD6(1),NME7(1),NT5C2(1),NT5C3(2),NT5M(1),PAPSS1(1),POLE2(1)	4	4	3	8	0.5	0.727272727273	2.52553261135126	0.296618242438676	1.01397166042179	0.204015517748787
KEGG_OSTEOCLAST_DIFFERENTIATION	IFNAR1(1),LILRA3(1),NFKB1(1),NFKB2(1),SIRPA(1),SYK(1),TGFBR2(1);BLNK(1),NCF2(2),PIK3CA(2),PIK3R5(1),TGFB2(1),TGFBR1(3),TRAF2(3),TREM2(1)	3	5	2	9	0.625	0.818181818182	2.55559619272452	0.335913312693499	0.944137756842773	0.215696289118153
REACTOME_SIGNALLING_BY_NGF	ADCY5(1),ITPR1(1),ITPR2(1),NFKB1(1),NTRK2(1),PSEN2(1),SORCS3(1);ARHGEF12(1),MCF2(1),MDM2(3),MTOR(1),PIK3CA(2),PSEN2(3),SHC2(1)	3	5	2	9	0.625	0.818181818182	2.55559619272452	0.335913312693499	0.944137756842773	0.215696289118153
BIOCARTA_ALK_PATHWAY	FZD1(1),MYL2(1),TGFBR2(1);HNF1A(1),TGFB2(1),TGFBR1(3)	6	2	6	5	0.25	0.454545454545	2.38223288196955	0.336627768516313	0.912574494379614	0.266661231398072
BIOCARTA_IL2RB_PATHWAY	IL2RA(1),SYK(1);NMI(2),PIK3CA(2),PTPN6(1)	6	2	6	5	0.25	0.454545454545	2.38223288196955	0.336627768516313	0.912574494379614	0.266661231398072
BIOCARTA_RAC1_PATHWAY	MYL2(1),PDGFRA(1);NCF2(2),PIK3CA(2),WASF1(1)	6	2	6	5	0.25	0.454545454545	2.38223288196955	0.336627768516313	0.912574494379614	0.266661231398072
BIOCARTA_TNFR1_PATHWAY	BAG4(1),DFFB(1);LMNB1(1),PARP1(1),TRAF2(3)	6	2	6	5	0.25	0.454545454545	2.38223288196955	0.336627768516313	0.912574494379614	0.266661231398072
KEGG_ACUTE_MYELOID_LEUKEMIA	ARAF(1),NFKB1(1);MTOR(1),PIK3CA(2),PIK3R5(1),ZBTB16(1)	6	2	6	5	0.25	0.454545454545	2.38223288196955	0.336627768516313	0.912574494379614	0.266661231398072
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	JAK2(1),NFKB1(1);CAMKK2(1),MTOR(1),SLC2A4(1),TRAF2(3)	6	2	6	5	0.25	0.454545454545	2.38223288196955	0.336627768516313	0.912574494379614	0.266661231398072
KEGG_DNA_REPLICATION	POLA2(1),RPA1(1);DNA2(1),POLE2(1),RPA4(3)	6	2	6	5	0.25	0.454545454545	2.38223288196955	0.336627768516313	0.912574494379614	0.266661231398072
KEGG_FAT_DIGESTION_AND_ABSORPTION	PLA2G2D(1),SLC27A4(1);MOGAT2(1),MOGAT3(1),PLA2G6(1),PNLIP(1),SCARB1(2)	6	2	6	5	0.25	0.454545454545	2.38223288196955	0.336627768516313	0.912574494379614	0.266661231398072
KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY	IRF3(1),NFKB1(1);DHX58(2),TRAF2(3)	6	2	6	5	0.25	0.454545454545	2.38223288196955	0.336627768516313	0.912574494379614	0.266661231398072
REACTOME_AMINO_ACID_AND_OLIGOPEPTIDE_SLC_TRANSPORTERS	SLC15A1(1),SLC7A6(1);SLC15A4(2),SLC1A3(1),SLC7A3(3)	6	2	6	5	0.25	0.454545454545	2.38223288196955	0.336627768516313	0.912574494379614	0.266661231398072
REACTOME_CELL_CYCLE_CHECKPOINTS	CCNE1(1),CDC25A(1),RPA1(1);BUB1B(2),HUS1(3),MDM2(3)	6	2	6	5	0.25	0.454545454545	2.38223288196955	0.336627768516313	0.912574494379614	0.266661231398072
REACTOME_INORGANIC_CATION_ANION_SLC_TRANSPORTERS	SLC15A1(1),SLC7A6(1),SLC9A9(1);SLC15A4(2),SLC1A3(1),SLC26A2(4),SLC7A3(3),SLC9A6(1)	6	2	6	5	0.25	0.454545454545	2.38223288196955	0.336627768516313	0.912574494379614	0.266661231398072
REACTOME_P75_NTR_RECEPTOR_MEDIATED_SIGNALLING	NFKB1(1),PSEN2(1),SORCS3(1);ARHGEF12(1),MCF2(1),PSEN2(3)	6	2	6	5	0.25	0.454545454545	2.38223288196955	0.336627768516313	0.912574494379614	0.266661231398072
REACTOME_SIGNALING_BY_TGF_BETA	SMAD7(1),TGFBR2(1);SMAD7(2),TGFBR1(3)	6	2	6	5	0.25	0.454545454545	2.38223288196955	0.336627768516313	0.912574494379614	0.266661231398072
SIG_CD40PATHWAYMAP	NFKB1(1),NFKB2(1);PIK3CA(2),TRAF2(3)	6	2	6	5	0.25	0.454545454545	2.38223288196955	0.336627768516313	0.912574494379614	0.266661231398072
ST_INTEGRIN_SIGNALING_PATHWAY	ITGA3(1),ITGA7(1),TLN1(1);ILK(1),ITGA4(2),PIK3CA(2),RHO(1)	6	2	6	5	0.25	0.454545454545	2.38223288196955	0.336627768516313	0.912574494379614	0.266661231398072
BIOCARTA_ACTINY_PATHWAY	;WASF1(1)	8	0	10	1	0	0.0909090909091	NA	0.578947368421052	0.876171654230361	0.311330764802594
BIOCARTA_CACAM_PATHWAY	;CAMKK2(1)	8	0	10	1	0	0.0909090909091	NA	0.578947368421052	0.876171654230361	0.311330764802594
BIOCARTA_CK1_PATHWAY	;DRD1(1)	8	0	10	1	0	0.0909090909091	NA	0.578947368421052	0.876171654230361	0.311330764802594
BIOCARTA_EGFR_SMRTE_PATHWAY	;ZBTB16(1)	8	0	10	1	0	0.0909090909091	NA	0.578947368421052	0.876171654230361	0.311330764802594
BIOCARTA_EIF_PATHWAY	;EIF3A(1),EIF4G3(1)	8	0	10	1	0	0.0909090909091	NA	0.578947368421052	0.876171654230361	0.311330764802594
BIOCARTA_ERYTH_PATHWAY	;TGFB2(1)	8	0	10	1	0	0.0909090909091	NA	0.578947368421052	0.876171654230361	0.311330764802594
BIOCARTA_MAL_PATHWAY	;HNF1A(1)	8	0	10	1	0	0.0909090909091	NA	0.578947368421052	0.876171654230361	0.311330764802594
BIOCARTA_P35ALZHEIMERS_PATHWAY	;CAPN1(1)	8	0	10	1	0	0.0909090909091	NA	0.578947368421052	0.876171654230361	0.311330764802594
BIOCARTA_PGC1A_PATHWAY	;SLC2A4(1)	8	0	10	1	0	0.0909090909091	NA	0.578947368421052	0.876171654230361	0.311330764802594
BIOCARTA_PML_PATHWAY	;PRAM1(1)	8	0	10	1	0	0.0909090909091	NA	0.578947368421052	0.876171654230361	0.311330764802594
BIOCARTA_PYK2_PATHWAY	;PTK2B(1)	8	0	10	1	0	0.0909090909091	NA	0.578947368421052	0.876171654230361	0.311330764802594
BIOCARTA_RARRXR_PATHWAY	;KAT2B(1)	8	0	10	1	0	0.0909090909091	NA	0.578947368421052	0.876171654230361	0.311330764802594
BIOCARTA_SALMONELLA_PATHWAY	;WASF1(1)	8	0	10	1	0	0.0909090909091	NA	0.578947368421052	0.876171654230361	0.311330764802594
BIOCARTA_TCAPOPTOSIS_PATHWAY	;CCR5(1)	8	0	10	1	0	0.0909090909091	NA	0.578947368421052	0.876171654230361	0.311330764802594
BIOCARTA_TEL_PATHWAY	;IGF1R(1)	8	0	10	1	0	0.0909090909091	NA	0.578947368421052	0.876171654230361	0.311330764802594
BIOCARTA_VDR_PATHWAY	;KAT2B(1)	8	0	10	1	0	0.0909090909091	NA	0.578947368421052	0.876171654230361	0.311330764802594
KEGG_ABC_TRANSPORTERS	;ABCD3(1)	8	0	10	1	0	0.0909090909091	NA	0.578947368421052	0.876171654230361	0.311330764802594
KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM	;AGXT(1)	8	0	10	1	0	0.0909090909091	NA	0.578947368421052	0.876171654230361	0.311330764802594
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	;CANX(1)	8	0	10	1	0	0.0909090909091	NA	0.578947368421052	0.876171654230361	0.311330764802594
KEGG_COLLECTING_DUCT_ACID_SECRETION	;ATP6V1E2(1)	8	0	10	1	0	0.0909090909091	NA	0.578947368421052	0.876171654230361	0.311330764802594
KEGG_D_ARGININE_AND_D_ORNITHINE_METABOLISM	;DAO(1)	8	0	10	1	0	0.0909090909091	NA	0.578947368421052	0.876171654230361	0.311330764802594
KEGG_DORSO_VENTRAL_AXIS_FORMATION	;ETV6(1)	8	0	10	1	0	0.0909090909091	NA	0.578947368421052	0.876171654230361	0.311330764802594
KEGG_LIPOIC_ACID_METABOLISM	;LIPT1(1)	8	0	10	1	0	0.0909090909091	NA	0.578947368421052	0.876171654230361	0.311330764802594
KEGG_MUCIN_TYPE_O_GLYCAN_BIOSYNTHESIS	;GALNT3(1)	8	0	10	1	0	0.0909090909091	NA	0.578947368421052	0.876171654230361	0.311330764802594
KEGG_NITROGEN_METABOLISM	;CTH(1)	8	0	10	1	0	0.0909090909091	NA	0.578947368421052	0.876171654230361	0.311330764802594
KEGG_PENTOSE_PHOSPHATE_PATHWAY	;PFKP(1)	8	0	10	1	0	0.0909090909091	NA	0.578947368421052	0.876171654230361	0.311330764802594
KEGG_PRIMARY_IMMUNODEFICIENCY	;BLNK(1)	8	0	10	1	0	0.0909090909091	NA	0.578947368421052	0.876171654230361	0.311330764802594
KEGG_SULFUR_METABOLISM	;PAPSS1(1)	8	0	10	1	0	0.0909090909091	NA	0.578947368421052	0.876171654230361	0.311330764802594
REACTOME_ACTIVATION_OF_KAINATE_RECEPTORS_UPON_GLUTAMATE_BINDING	;GRIK1(1)	8	0	10	1	0	0.0909090909091	NA	0.578947368421052	0.876171654230361	0.311330764802594
REACTOME_AMINE_COMPOUND_SLC_TRANSPORTERS	;SLC5A7(1)	8	0	10	1	0	0.0909090909091	NA	0.578947368421052	0.876171654230361	0.311330764802594
REACTOME_CELLEXTRACELLULAR_MATRIX_INTERACTIONS	;ILK(1)	8	0	10	1	0	0.0909090909091	NA	0.578947368421052	0.876171654230361	0.311330764802594
REACTOME_CRMPS_IN_SEMA3A_SIGNALING	;FES(1)	8	0	10	1	0	0.0909090909091	NA	0.578947368421052	0.876171654230361	0.311330764802594
REACTOME_CTLA4_INHIBITORY_SIGNALING	;YES1(1)	8	0	10	1	0	0.0909090909091	NA	0.578947368421052	0.876171654230361	0.311330764802594
REACTOME_EARLY_PHASE_OF_HIV_LIFE_CYCLE	;CCR5(1)	8	0	10	1	0	0.0909090909091	NA	0.578947368421052	0.876171654230361	0.311330764802594
REACTOME_FORMATION_OF_TUBULIN_FOLDING_INTERMEDIATES_BY_CCT_TRIC	;CCT3(1)	8	0	10	1	0	0.0909090909091	NA	0.578947368421052	0.876171654230361	0.311330764802594
REACTOME_GAP_JUNCTION_ASSEMBLY	;GJA10(1)	8	0	10	1	0	0.0909090909091	NA	0.578947368421052	0.876171654230361	0.311330764802594
REACTOME_GAP_JUNCTION_TRAFFICKING	;GJA10(1)	8	0	10	1	0	0.0909090909091	NA	0.578947368421052	0.876171654230361	0.311330764802594
REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_PI3KGAMMA	;PIK3R5(1)	8	0	10	1	0	0.0909090909091	NA	0.578947368421052	0.876171654230361	0.311330764802594
REACTOME_GENERIC_TRANSCRIPTION_PATHWAY	;KAT2B(1)	8	0	10	1	0	0.0909090909091	NA	0.578947368421052	0.876171654230361	0.311330764802594
REACTOME_GENES_INVOLVED_IN_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS	;LMNB1(1)	8	0	10	1	0	0.0909090909091	NA	0.578947368421052	0.876171654230361	0.311330764802594
REACTOME_GLUCAGON_TYPE_LIGAND_RECEPTORS	;GLP1R(1)	8	0	10	1	0	0.0909090909091	NA	0.578947368421052	0.876171654230361	0.311330764802594
REACTOME_G_PROTEIN_BETA_GAMMA_SIGNALLING	;PIK3R5(1)	8	0	10	1	0	0.0909090909091	NA	0.578947368421052	0.876171654230361	0.311330764802594
REACTOME_INTRINSIC_PATHWAY	;KLKB1(1)	8	0	10	1	0	0.0909090909091	NA	0.578947368421052	0.876171654230361	0.311330764802594
REACTOME_IONOTROPIC_ACTIVITY_OF_KAINATE_RECEPTORS	;GRIK1(1)	8	0	10	1	0	0.0909090909091	NA	0.578947368421052	0.876171654230361	0.311330764802594
REACTOME_METABOLISM_OF_MRNA	;EXOSC9(1)	8	0	10	1	0	0.0909090909091	NA	0.578947368421052	0.876171654230361	0.311330764802594
REACTOME_MRNA_DECAY_BY_3_TO_5_EXORIBONUCLEASE	;EXOSC9(1)	8	0	10	1	0	0.0909090909091	NA	0.578947368421052	0.876171654230361	0.311330764802594
REACTOME_MYD88_CASCADE	;TLR10(1)	8	0	10	1	0	0.0909090909091	NA	0.578947368421052	0.876171654230361	0.311330764802594
REACTOME_NEF_MEDIATES_DOWN_MODULATION_OF_CELL_SURFACE_RECEPTORS_BY_RECRUITING_THEM_TO_CLATHRIN_ADAPTERS	;ATP6V1H(1)	8	0	10	1	0	0.0909090909091	NA	0.578947368421052	0.876171654230361	0.311330764802594
REACTOME_NEP_NS2_INTERACTS_WITH_THE_CELLULAR_EXPORT_MACHINERY	;NUP155(1)	8	0	10	1	0	0.0909090909091	NA	0.578947368421052	0.876171654230361	0.311330764802594
REACTOME_NOTCH_HLH_TRANSCRIPTION_PATHWAY	;KAT2B(1)	8	0	10	1	0	0.0909090909091	NA	0.578947368421052	0.876171654230361	0.311330764802594
REACTOME_NUCLEAR_IMPORT_OF_REV_PROTEIN	;NUP155(1)	8	0	10	1	0	0.0909090909091	NA	0.578947368421052	0.876171654230361	0.311330764802594
REACTOME_NUCLEOTIDE_LIKE_PURINERGIC_RECEPTORS	;ADORA2B(1)	8	0	10	1	0	0.0909090909091	NA	0.578947368421052	0.876171654230361	0.311330764802594
REACTOME_OPSINS	;RHO(1)	8	0	10	1	0	0.0909090909091	NA	0.578947368421052	0.876171654230361	0.311330764802594
REACTOME_PECAM1_INTERACTIONS	;PTPN6(1),YES1(1)	8	0	10	1	0	0.0909090909091	NA	0.578947368421052	0.876171654230361	0.311330764802594
REACTOME_PHASE_1_FUNCTIONALIZATION	;TBXAS1(1)	8	0	10	1	0	0.0909090909091	NA	0.578947368421052	0.876171654230361	0.311330764802594
REACTOME_PREFOLDIN_MEDIATED_TRANSFER_OF_SUBSTRATE_TO_CCT_TRIC	;CCT3(1)	8	0	10	1	0	0.0909090909091	NA	0.578947368421052	0.876171654230361	0.311330764802594
REACTOME_PROSTANOID_HORMONES	;TBXAS1(1)	8	0	10	1	0	0.0909090909091	NA	0.578947368421052	0.876171654230361	0.311330764802594
REACTOME_REGULATION_OF_GLUCOKINASE_BY_GLUCOKINASE_REGULATORY_PROTEIN	;NUP155(1)	8	0	10	1	0	0.0909090909091	NA	0.578947368421052	0.876171654230361	0.311330764802594
REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_ACTIVITY_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS	;IGFBP2(1)	8	0	10	1	0	0.0909090909091	NA	0.578947368421052	0.876171654230361	0.311330764802594
REACTOME_REV_MEDIATED_NUCLEAR_EXPORT_OF_HIV1_RNA	;NUP155(1)	8	0	10	1	0	0.0909090909091	NA	0.578947368421052	0.876171654230361	0.311330764802594
REACTOME_RNA_POLYMERASE_I_PROMOTER_OPENING	;HIST1H2AB(1)	8	0	10	1	0	0.0909090909091	NA	0.578947368421052	0.876171654230361	0.311330764802594
REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION_INITIATION	;KAT2B(1)	8	0	10	1	0	0.0909090909091	NA	0.578947368421052	0.876171654230361	0.311330764802594
REACTOME_SEMA3A_PAK_DEPENDENT_AXON_REPULSION	;FES(1)	8	0	10	1	0	0.0909090909091	NA	0.578947368421052	0.876171654230361	0.311330764802594
REACTOME_SIGNALLING_TO_ERKS	;SHC2(1)	8	0	10	1	0	0.0909090909091	NA	0.578947368421052	0.876171654230361	0.311330764802594
REACTOME_SIGNALLING_TO_RAS	;SHC2(1)	8	0	10	1	0	0.0909090909091	NA	0.578947368421052	0.876171654230361	0.311330764802594
REACTOME_SNRNP_ASSEMBLY	;NUP155(1)	8	0	10	1	0	0.0909090909091	NA	0.578947368421052	0.876171654230361	0.311330764802594
REACTOME_STEROID_HORMONE_BIOSYNTHESIS	;STAR(1)	8	0	10	1	0	0.0909090909091	NA	0.578947368421052	0.876171654230361	0.311330764802594
REACTOME_SYNTHESIS_AND_INTERCONVERSION_OF_NUCLEOTIDE_DI_AND_TRIPHOSPHATES	;CTPS2(1)	8	0	10	1	0	0.0909090909091	NA	0.578947368421052	0.876171654230361	0.311330764802594
REACTOME_THE_ROLE_OF_NEF_IN_HIV1_REPLICATION_AND_DISEASE_PATHOGENESIS	;ATP6V1H(1)	8	0	10	1	0	0.0909090909091	NA	0.578947368421052	0.876171654230361	0.311330764802594
REACTOME_TOLL_LIKE_RECEPTOR_9_CASCADE	;TLR10(1)	8	0	10	1	0	0.0909090909091	NA	0.578947368421052	0.876171654230361	0.311330764802594
REACTOME_TRAFFICKING_OF_GLUR2_CONTAINING_AMPA_RECEPTORS	;GRIP2(1)	8	0	10	1	0	0.0909090909091	NA	0.578947368421052	0.876171654230361	0.311330764802594
REACTOME_TRANSFORMATION_OF_LANOSTEROL_TO_CHOLESTEROL	;EBP(1)	8	0	10	1	0	0.0909090909091	NA	0.578947368421052	0.876171654230361	0.311330764802594
REACTOME_TRANSPORT_OF_MATURE_MRNA_DERIVED_FROM_AN_INTRON_CONTAINING_TRANSCRIPT	;NUP155(1)	8	0	10	1	0	0.0909090909091	NA	0.578947368421052	0.876171654230361	0.311330764802594
REACTOME_TRANSPORT_OF_RIBONUCLEOPROTEINS_INTO_THE_HOST_NUCLEUS	;NUP155(1)	8	0	10	1	0	0.0909090909091	NA	0.578947368421052	0.876171654230361	0.311330764802594
REACTOME_TRANSPORT_OF_THE_SLBP_INDEPENDENT_MATURE_MRNA	;NUP155(1)	8	0	10	1	0	0.0909090909091	NA	0.578947368421052	0.876171654230361	0.311330764802594
REACTOME_VPR_MEDIATED_NUCLEAR_IMPORT_OF_PICS	;NUP155(1)	8	0	10	1	0	0.0909090909091	NA	0.578947368421052	0.876171654230361	0.311330764802594
SA_MMP_CYTOKINE_CONNECTION	;TGFB2(1)	8	0	10	1	0	0.0909090909091	NA	0.578947368421052	0.876171654230361	0.311330764802594
ST_G_ALPHA_S_PATHWAY	;SNX13(1)	8	0	10	1	0	0.0909090909091	NA	0.578947368421052	0.876171654230361	0.311330764802594
ST_WNT_BETA_CATENIN_PATHWAY	;NKD2(1)	8	0	10	1	0	0.0909090909091	NA	0.578947368421052	0.876171654230361	0.311330764802594
BIOCARTA_41BB_PATHWAY	NFKB1(1);TRAF2(3)	7	1	8	3	0.125	0.272727272727	2.50208683009272	0.425696594427245	0.779835841311451	0.330160445446651
BIOCARTA_AMI_PATHWAY	F2R(1),FGB(1);FGB(1),PROC(1),SERPINC1(1)	7	1	8	3	0.125	0.272727272727	2.50208683009272	0.425696594427245	0.779835841311451	0.330160445446651
BIOCARTA_CERAMIDE_PATHWAY	NFKB1(1);TRAF2(3)	7	1	8	3	0.125	0.272727272727	2.50208683009272	0.425696594427245	0.779835841311451	0.330160445446651
BIOCARTA_CXCR4_PATHWAY	NFKB1(1);PIK3CA(2),PTK2B(1)	7	1	8	3	0.125	0.272727272727	2.50208683009272	0.425696594427245	0.779835841311451	0.330160445446651
BIOCARTA_EDG1_PATHWAY	PDGFRA(1);PIK3CA(2),SPHK1(1)	7	1	8	3	0.125	0.272727272727	2.50208683009272	0.425696594427245	0.779835841311451	0.330160445446651
BIOCARTA_EXTRINSIC_PATHWAY	F2R(1),FGB(1);FGB(1),PROC(1),SERPINC1(1)	7	1	8	3	0.125	0.272727272727	2.50208683009272	0.425696594427245	0.779835841311451	0.330160445446651
BIOCARTA_G2_PATHWAY	CDC25A(1);MDM2(3)	7	1	8	3	0.125	0.272727272727	2.50208683009272	0.425696594427245	0.779835841311451	0.330160445446651
BIOCARTA_GCR_PATHWAY	NFKB1(1);CORIN(1),PIK3CA(2)	7	1	8	3	0.125	0.272727272727	2.50208683009272	0.425696594427245	0.779835841311451	0.330160445446651
BIOCARTA_INTRINSIC_PATHWAY	F2R(1),FGB(1);FGB(1),KLKB1(1),PROC(1),SERPINC1(1)	7	1	8	3	0.125	0.272727272727	2.50208683009272	0.425696594427245	0.779835841311451	0.330160445446651
BIOCARTA_KERATINOCYTE_PATHWAY	NFKB1(1);TRAF2(3)	7	1	8	3	0.125	0.272727272727	2.50208683009272	0.425696594427245	0.779835841311451	0.330160445446651
BIOCARTA_P53_PATHWAY	CCNE1(1);MDM2(3)	7	1	8	3	0.125	0.272727272727	2.50208683009272	0.425696594427245	0.779835841311451	0.330160445446651
BIOCARTA_SET_PATHWAY	DFFB(1);PRF1(3)	7	1	8	3	0.125	0.272727272727	2.50208683009272	0.425696594427245	0.779835841311451	0.330160445446651
BIOCARTA_SODD_PATHWAY	BAG4(1);TRAF2(3)	7	1	8	3	0.125	0.272727272727	2.50208683009272	0.425696594427245	0.779835841311451	0.330160445446651
BIOCARTA_STRESS_PATHWAY	NFKB1(1);TRAF2(3)	7	1	8	3	0.125	0.272727272727	2.50208683009272	0.425696594427245	0.779835841311451	0.330160445446651
BIOCARTA_TALL1_PATHWAY	NFKB1(1);TRAF2(3)	7	1	8	3	0.125	0.272727272727	2.50208683009272	0.425696594427245	0.779835841311451	0.330160445446651
BIOCARTA_TNFR2_PATHWAY	NFKB1(1);TRAF2(3)	7	1	8	3	0.125	0.272727272727	2.50208683009272	0.425696594427245	0.779835841311451	0.330160445446651
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION	SGK1(1);PIK3CA(2),PIK3R5(1)	7	1	8	3	0.125	0.272727272727	2.50208683009272	0.425696594427245	0.779835841311451	0.330160445446651
KEGG_ALLOGRAFT_REJECTION	IL5(1);PRF1(3)	7	1	8	3	0.125	0.272727272727	2.50208683009272	0.425696594427245	0.779835841311451	0.330160445446651
KEGG_ARGININE_AND_PROLINE_METABOLISM	ALDH3A2(1);ADC(1),DAO(1),OTC(1),P4HA2(1),P4HA3(1)	7	1	8	3	0.125	0.272727272727	2.50208683009272	0.425696594427245	0.779835841311451	0.330160445446651
KEGG_AUTOIMMUNE_THYROID_DISEASE	IL5(1);PRF1(3)	7	1	8	3	0.125	0.272727272727	2.50208683009272	0.425696594427245	0.779835841311451	0.330160445446651
KEGG_BETA_ALANINE_METABOLISM	ALDH3A2(1),CNDP1(1);HADHA(3)	7	1	8	3	0.125	0.272727272727	2.50208683009272	0.425696594427245	0.779835841311451	0.330160445446651
KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS	ACOT7(1);HADHA(3)	7	1	8	3	0.125	0.272727272727	2.50208683009272	0.425696594427245	0.779835841311451	0.330160445446651
KEGG_CARBOHYDRATE_DIGESTION_AND_ABSORPTION	SLC37A4(1);PIK3CA(2),PIK3R5(1)	7	1	8	3	0.125	0.272727272727	2.50208683009272	0.425696594427245	0.779835841311451	0.330160445446651
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM	MPST(1);CTH(1),DNMT1(2)	7	1	8	3	0.125	0.272727272727	2.50208683009272	0.425696594427245	0.779835841311451	0.330160445446651
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION	NFKB1(1);ATP6V1E2(1),ATP6V1H(1),NOD1(1)	7	1	8	3	0.125	0.272727272727	2.50208683009272	0.425696594427245	0.779835841311451	0.330160445446651
KEGG_GLYCEROPHOSPHOLIPID_METABOLISM	PLA2G2D(1);ACHE(1),AGPAT9(1),PLA2G6(1)	7	1	8	3	0.125	0.272727272727	2.50208683009272	0.425696594427245	0.779835841311451	0.330160445446651
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM	GLYCTK(1);AGXT(1),CTH(1),DAO(1)	7	1	8	3	0.125	0.272727272727	2.50208683009272	0.425696594427245	0.779835841311451	0.330160445446651
KEGG_LYSINE_DEGRADATION	ALDH3A2(1);HADHA(3)	7	1	8	3	0.125	0.272727272727	2.50208683009272	0.425696594427245	0.779835841311451	0.330160445446651
KEGG_MISMATCH_REPAIR	RPA1(1);RPA4(3)	7	1	8	3	0.125	0.272727272727	2.50208683009272	0.425696594427245	0.779835841311451	0.330160445446651
KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM	NT5C1A(1);NT5C2(1),NT5C3(2),NT5M(1)	7	1	8	3	0.125	0.272727272727	2.50208683009272	0.425696594427245	0.779835841311451	0.330160445446651
KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY	NFKB1(1);CARD6(1),NOD1(1),SUGT1(1)	7	1	8	3	0.125	0.272727272727	2.50208683009272	0.425696594427245	0.779835841311451	0.330160445446651
KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS	ALDH3A2(1);CRYL1(1),UGT1A3(2)	7	1	8	3	0.125	0.272727272727	2.50208683009272	0.425696594427245	0.779835841311451	0.330160445446651
KEGG_RIBOSOME	RPL35A(1);RPL7(2),RPS16(1)	7	1	8	3	0.125	0.272727272727	2.50208683009272	0.425696594427245	0.779835841311451	0.330160445446651
