Row.names	PathwayMutatedGenes	BRCAXCancer_NumNonMuts	BRCAXCancer_NumMuts	BRCA12Cancer_NumNonMuts	BRCA12Cancer_NumMuts	BRCAXCancer_MutationRate	BRCA12Cancer_MutationRate	FisherOddsRatio	Fisher_P	ExactTestStatistic	Exact_P
REACTOME_G_ALPHA_Z_SIGNALLING_EVENTS	;ADCY5(1)	11	0	7	1	0	0.125	NA	0.421052631578947	1.20473602456675	0.203967727748576
REACTOME_GLUCAGON_SIGNALING_IN_METABOLIC_REGULATION	;ADCY5(1)	11	0	7	1	0	0.125	NA	0.421052631578947	1.20473602456675	0.203967727748576
REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS	;TFRC(1)	11	0	7	1	0	0.125	NA	0.421052631578947	1.20473602456675	0.203967727748576
REACTOME_GS_ALPHA_MEDIATED_EVENTS_IN_GLUCAGON_SIGNALLING	;ADCY5(1)	11	0	7	1	0	0.125	NA	0.421052631578947	1.20473602456675	0.203967727748576
REACTOME_HOMOLOGOUS_RECOMBINATION_REPAIR	;RPA1(1)	11	0	7	1	0	0.125	NA	0.421052631578947	1.20473602456675	0.203967727748576
REACTOME_JNK_PHOSPHORYLATION_AND_ACTIVATION_MEDIATED_BY_ACTIVATED_HUMAN_TAK1	;TLR3(1)	11	0	7	1	0	0.125	NA	0.421052631578947	1.20473602456675	0.203967727748576
REACTOME_MAP_KINASES_ACTIVATION_IN_TLR_CASCADE	;TLR3(1)	11	0	7	1	0	0.125	NA	0.421052631578947	1.20473602456675	0.203967727748576
REACTOME_MEMBRANE_TRAFFICKING	;TFRC(1)	11	0	7	1	0	0.125	NA	0.421052631578947	1.20473602456675	0.203967727748576
REACTOME_MICRORNA_BIOGENESIS	;DGCR8(1)	11	0	7	1	0	0.125	NA	0.421052631578947	1.20473602456675	0.203967727748576
REACTOME_NF_KB_IS_ACTIVATED_AND_SIGNALS_SURVIVAL	;NFKB1(1)	11	0	7	1	0	0.125	NA	0.421052631578947	1.20473602456675	0.203967727748576
REACTOME_NOREPINEPHRINE_NEUROTRANSMITTER_RELEASE_CYCLE	;RIMS1(1)	11	0	7	1	0	0.125	NA	0.421052631578947	1.20473602456675	0.203967727748576
REACTOME_P53_INDEPENDENT_DNA_DAMAGE_RESPONSE	;CDC25A(1)	11	0	7	1	0	0.125	NA	0.421052631578947	1.20473602456675	0.203967727748576
REACTOME_P75NTR_SIGNALS_VIA_NFKB	;NFKB1(1)	11	0	7	1	0	0.125	NA	0.421052631578947	1.20473602456675	0.203967727748576
REACTOME_PHOSPHOLIPASE_CMEDIATED_CASCADE	;FGFR2(1)	11	0	7	1	0	0.125	NA	0.421052631578947	1.20473602456675	0.203967727748576
REACTOME_PKA_ACTIVATION	;ADCY5(1)	11	0	7	1	0	0.125	NA	0.421052631578947	1.20473602456675	0.203967727748576
REACTOME_POLYMERASE_SWITCHING	;POLA2(1)	11	0	7	1	0	0.125	NA	0.421052631578947	1.20473602456675	0.203967727748576
REACTOME_PP2A_MEDIATED_DEPHOSPHORYLATION_OF_KEY_METABOLIC_FACTORS	;PFKFB1(1)	11	0	7	1	0	0.125	NA	0.421052631578947	1.20473602456675	0.203967727748576
REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION	;GTF3A(1)	11	0	7	1	0	0.125	NA	0.421052631578947	1.20473602456675	0.203967727748576
REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION_INITIATION	;GTF3A(1)	11	0	7	1	0	0.125	NA	0.421052631578947	1.20473602456675	0.203967727748576
REACTOME_SCF_SKP2_MEDIATED_DEGRADATION_OF_P27_P21	;CCNE1(1)	11	0	7	1	0	0.125	NA	0.421052631578947	1.20473602456675	0.203967727748576
REACTOME_SEROTONIN_NEUROTRANSMITTER_RELEASE_CYCLE	;RIMS1(1)	11	0	7	1	0	0.125	NA	0.421052631578947	1.20473602456675	0.203967727748576
REACTOME_SMOOTH_MUSCLE_CONTRACTION	;TLN1(1)	11	0	7	1	0	0.125	NA	0.421052631578947	1.20473602456675	0.203967727748576
REACTOME_THROMBIN_SIGNALLING_THROUGH_PROTEINASE_ACTIVATED_RECEPTORS	;F2R(1)	11	0	7	1	0	0.125	NA	0.421052631578947	1.20473602456675	0.203967727748576
REACTOME_XENOBIOTICS	;CYP3A7(1)	11	0	7	1	0	0.125	NA	0.421052631578947	1.20473602456675	0.203967727748576
SA_G2_AND_M_PHASES	;CDC25A(1)	11	0	7	1	0	0.125	NA	0.421052631578947	1.20473602456675	0.203967727748576
SA_REG_CASCADE_OF_CYCLIN_EXPR	;CCNE1(1)	11	0	7	1	0	0.125	NA	0.421052631578947	1.20473602456675	0.203967727748576
ST_ERK1_ERK2_MAPK_PATHWAY	;NFKB1(1)	11	0	7	1	0	0.125	NA	0.421052631578947	1.20473602456675	0.203967727748576
ST_IL_13_PATHWAY	;JAK2(1)	11	0	7	1	0	0.125	NA	0.421052631578947	1.20473602456675	0.203967727748576
ST_INTERFERON_GAMMA_PATHWAY	;JAK2(1)	11	0	7	1	0	0.125	NA	0.421052631578947	1.20473602456675	0.203967727748576
ST_INTERLEUKIN_13_PATHWAY	;JAK2(1)	11	0	7	1	0	0.125	NA	0.421052631578947	1.20473602456675	0.203967727748576
ST_JAK_STAT_PATHWAY	;JAK2(1)	11	0	7	1	0	0.125	NA	0.421052631578947	1.20473602456675	0.203967727748576
ST_STAT3_PATHWAY	;JAK2(1)	11	0	7	1	0	0.125	NA	0.421052631578947	1.20473602456675	0.203967727748576
ST_TYPE_I_INTERFERON_PATHWAY	;IFNAR1(1)	11	0	7	1	0	0.125	NA	0.421052631578947	1.20473602456675	0.203967727748576
KEGG_CALCIUM_SIGNALING_PATHWAY	ADORA2B(1),ADRA1B(2),AGTR1(1),DRD1(1),PTK2B(1),SPHK1(1);AGTR1(1),ATP2B1(1),CALML5(1),CHRM5(1),ERBB2(1),F2R(1),ITPR1(1),ITPR2(1),PDGFRA(1)	4	7	1	7	0.636363636364	0.875	3.73352155184633	0.266769865841073	1.16628781727637	0.203967727748757
KEGG_DILATED_CARDIOMYOPATHY	ITGA4(2),SGCA(1),TGFB2(1);ADCY5(1),CACNB3(1),ITGA3(1),ITGA7(1),MYL2(1)	7	4	3	5	0.363636363636	0.625	2.74898988876604	0.25494165277447	1.12652814282008	0.203968180824848
KEGG_LYSOSOME	ATP6V1H(1),ENTPD4(1),GAA(1),LAMP2(1);AP3D1(1),CD164(1),CTSF(1),GBA(1),MFSD8(1),NPC2(2)	7	4	3	5	0.363636363636	0.625	2.74898988876604	0.25494165277447	1.12652814282008	0.203968180824848
KEGG_PANCREATIC_SECRETION	CELA2B(2),PLA2G6(1),PNLIP(1);ADCY5(1),ATP2B1(1),CLCA1(1),ITPR1(1),ITPR2(1),KCNMA1(1),PLA2G2D(1)	7	4	3	5	0.363636363636	0.625	2.74898988876604	0.25494165277447	1.12652814282008	0.203968180824848
KEGG_WNT_SIGNALING_PATHWAY	CSNK2A2(1),DAAM1(2),NKD2(1),WNT2B(2);APC2(1),DVL3(1),FZD1(1),FZD7(1),LRP6(1),SFRP4(1)	7	4	3	5	0.363636363636	0.625	2.74898988876604	0.25494165277447	1.12652814282008	0.203968180824848
REACTOME_G_ALPHA_I_SIGNALLING_EVENTS	ADRA2C(1),C3AR1(1),CCR5(1),CXCR3(1),DRD4(2),RHO(1);ADCY5(1),ADRA2C(4),CCL25(1),CCR6(1),OPRL1(1),RLN3(2)	7	4	3	5	0.363636363636	0.625	2.74898988876604	0.25494165277447	1.12652814282008	0.203968180824848
REACTOME_INTEGRATION_OF_ENERGY_METABOLISM	IDH3A(2),NDUFA6(1),NDUFV1(1),PFKP(1),SUCLG2(1);ADCY5(1),CACNB3(1),ENO1(1),GAPDHS(1),NDUFA1(1),NDUFB8(1),PFKFB1(1),SUCLG1(1)	7	4	3	5	0.363636363636	0.625	2.74898988876604	0.25494165277447	1.12652814282008	0.203968180824848
KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450	AKR1C3(1),GSTO1(1),UGT1A3(2);ADH4(1),CYP3A7(1),EPHX1(1),GSTA2(1)	8	3	4	4	0.272727272727	0.5	2.52553261135126	0.296618242438676	1.01397166042179	0.20401551774153
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	PIK3CA(2),PIK3R5(1);IFNAR1(1),IRF3(1),NFKB1(1),TLR3(1)	8	3	4	4	0.272727272727	0.5	2.52553261135126	0.296618242438676	1.01397166042179	0.20401551774153
BIOCARTA_AGR_PATHWAY	GIT2(1),NRG2(1);MUSK(1),NRG3(1),RAPSN(1)	9	2	5	3	0.181818181818	0.375	2.55559619272452	0.335913312693499	0.944137756842774	0.215696289118153
KEGG_BILE_SECRETION	SCARB1(2);ADCY5(1),AQP8(1),EPHX1(1)	9	2	5	3	0.181818181818	0.375	2.55559619272452	0.335913312693499	0.944137756842774	0.215696289118153
KEGG_GAP_JUNCTION	DRD1(1),TUBAL3(2);ADCY5(1),ITPR1(1),ITPR2(1),PDGFRA(1)	9	2	5	3	0.181818181818	0.375	2.55559619272452	0.335913312693499	0.944137756842774	0.215696289118153
KEGG_GLYCOSYLPHOSPHATIDYLINOSITOLGPI_ANCHOR_BIOSYNTHESIS	PIGG(1),PIGW(1);PIGF(1),PIGL(1),PIGM(1)	9	2	5	3	0.181818181818	0.375	2.55559619272452	0.335913312693499	0.944137756842774	0.215696289118153
KEGG_HEMATOPOIETIC_CELL_LINEAGE	ITGA4(2);IL2RA(1),IL5(1),ITGA3(1),TFRC(1)	9	2	5	3	0.181818181818	0.375	2.55559619272452	0.335913312693499	0.944137756842774	0.215696289118153
KEGG_RETINOL_METABOLISM	UGT1A3(2);ADH4(1),CYP3A7(1),RDH8(1)	9	2	5	3	0.181818181818	0.375	2.55559619272452	0.335913312693499	0.944137756842774	0.215696289118153
KEGG_SPHINGOLIPID_METABOLISM	SGPP2(1),SPHK1(1);GAL3ST1(1),GBA(1),UGT8(1)	9	2	5	3	0.181818181818	0.375	2.55559619272452	0.335913312693499	0.944137756842774	0.215696289118153
REACTOME_PLATELET_DEGRANULATION	FGB(1),LAMP2(1),SERPINF2(1),TGFB2(1);FGB(1),SPARC(1),TLN1(1)	9	2	5	3	0.181818181818	0.375	2.55559619272452	0.335913312693499	0.944137756842774	0.215696289118153
REACTOME_SEMAPHORIN_INTERACTIONS	ARHGEF12(1),FES(1),SEMA4D(1),TREM2(1);ERBB2(1),RRAS(1),SEMA5A(1),TLN1(1)	9	2	5	3	0.181818181818	0.375	2.55559619272452	0.335913312693499	0.944137756842774	0.215696289118153
REACTOME_SIGNALING_BY_ROBO_RECEPTOR	ROBO1(1),ROBO2(1);PFN2(1),ROBO1(2)	9	2	5	3	0.181818181818	0.375	2.55559619272452	0.335913312693499	0.944137756842774	0.215696289118153
REACTOME_S_PHASE	DNA2(1),POLE2(1);CCNE1(1),CDC25A(1),POLA2(1),RPA1(1)	9	2	5	3	0.181818181818	0.375	2.55559619272452	0.335913312693499	0.944137756842774	0.215696289118153
REACTOME_SYNTHESIS_OF_GLYCOSYLPHOSPHATIDYLINOSITOL	PIGG(1),PIGW(1);PIGF(1),PIGL(1),PIGM(1)	9	2	5	3	0.181818181818	0.375	2.55559619272452	0.335913312693499	0.944137756842774	0.215696289118153
REACTOME_SYNTHESIS_OF_GPI_ANCHORED_PROTEINS	PIGG(1),PIGW(1);PIGF(1),PIGL(1),PIGM(1)	9	2	5	3	0.181818181818	0.375	2.55559619272452	0.335913312693499	0.944137756842774	0.215696289118153
WNT_SIGNALING	DAAM1(2),WNT2B(2);FZD1(1),FZD7(1),LRP6(1),SFRP4(1)	9	2	5	3	0.181818181818	0.375	2.55559619272452	0.335913312693499	0.944137756842774	0.215696289118153
BIOCARTA_ACE2_PATHWAY	AGTR1(1);ACE2(1),AGTR1(1)	10	1	6	2	0.0909090909091	0.25	3.12167770884233	0.375644994840041	0.938950897480154	0.266660732809137
BIOCARTA_G1_PATHWAY	TGFB2(1);CCNE1(1),CDC25A(1)	10	1	6	2	0.0909090909091	0.25	3.12167770884233	0.375644994840041	0.938950897480154	0.266660732809137
BIOCARTA_TOLL_PATHWAY	TLR10(1);NFKB1(1),TLR3(1)	10	1	6	2	0.0909090909091	0.25	3.12167770884233	0.375644994840041	0.938950897480154	0.266660732809137
KEGG_CARDIAC_MUSCLE_CONTRACTION	SLC9A6(1);CACNB3(1),COX6A2(1),MYL2(1)	10	1	6	2	0.0909090909091	0.25	3.12167770884233	0.375644994840041	0.938950897480154	0.266660732809137
KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM	ACO1(1);GLYCTK(1),MUT(1)	10	1	6	2	0.0909090909091	0.25	3.12167770884233	0.375644994840041	0.938950897480154	0.266660732809137
KEGG_LINOLEIC_ACID_METABOLISM	PLA2G6(1);CYP3A7(1),PLA2G2D(1)	10	1	6	2	0.0909090909091	0.25	3.12167770884233	0.375644994840041	0.938950897480154	0.266660732809137
KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG	HNF1A(1);PDX1(2)	10	1	6	2	0.0909090909091	0.25	3.12167770884233	0.375644994840041	0.938950897480154	0.266660732809137
KEGG_PARKINSONS_DISEASE	NDUFA6(1),NDUFV1(1);COX6A2(1),NDUFA1(1),NDUFB8(1)	10	1	6	2	0.0909090909091	0.25	3.12167770884233	0.375644994840041	0.938950897480154	0.266660732809137
KEGG_RENIN_ANGIOTENSIN_SYSTEM	AGTR1(1);ACE2(1),AGTR1(1)	10	1	6	2	0.0909090909091	0.25	3.12167770884233	0.375644994840041	0.938950897480154	0.266660732809137
KEGG_STAPHYLOCOCCUS_AUREUS_INFECTION	C3AR1(1);C1QB(1),C1R(1)	10	1	6	2	0.0909090909091	0.25	3.12167770884233	0.375644994840041	0.938950897480154	0.266660732809137
REACTOME_ACTIVATION_OF_RAC	ROBO1(1);ROBO1(2)	10	1	6	2	0.0909090909091	0.25	3.12167770884233	0.375644994840041	0.938950897480154	0.266660732809137
REACTOME_CHOLESTEROL_BIOSYNTHESIS	EBP(1);MVD(2)	10	1	6	2	0.0909090909091	0.25	3.12167770884233	0.375644994840041	0.938950897480154	0.266660732809137
REACTOME_DNA_STRAND_ELONGATION	DNA2(1);POLA2(1),RPA1(1)	10	1	6	2	0.0909090909091	0.25	3.12167770884233	0.375644994840041	0.938950897480154	0.266660732809137
REACTOME_G2_M_TRANSITION	DCTN3(1);CDC25A(1),TSGA14(1)	10	1	6	2	0.0909090909091	0.25	3.12167770884233	0.375644994840041	0.938950897480154	0.266660732809137
REACTOME_GRB2_SOS_PROVIDES_LINKAGE_TO_MAPK_SIGNALING_FOR_INTERGRINS_	FGB(1);FGB(1),TLN1(1)	10	1	6	2	0.0909090909091	0.25	3.12167770884233	0.375644994840041	0.938950897480154	0.266660732809137
REACTOME_INTEGRIN_ALPHAIIBBETA3_SIGNALING	FGB(1);FGB(1),TLN1(1)	10	1	6	2	0.0909090909091	0.25	3.12167770884233	0.375644994840041	0.938950897480154	0.266660732809137
REACTOME_LAGGING_STRAND_SYNTHESIS	DNA2(1);POLA2(1),RPA1(1)	10	1	6	2	0.0909090909091	0.25	3.12167770884233	0.375644994840041	0.938950897480154	0.266660732809137
REACTOME_MRNA_3_END_PROCESSING	CLP1(1);CLP1(1),PABPN1(1)	10	1	6	2	0.0909090909091	0.25	3.12167770884233	0.375644994840041	0.938950897480154	0.266660732809137
REACTOME_NCAM1_INTERACTIONS	COL1A1(1);CACNB3(1),COL1A2(1)	10	1	6	2	0.0909090909091	0.25	3.12167770884233	0.375644994840041	0.938950897480154	0.266660732809137
REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH	COL1A1(1);CACNB3(1),COL1A2(1)	10	1	6	2	0.0909090909091	0.25	3.12167770884233	0.375644994840041	0.938950897480154	0.266660732809137
REACTOME_NEUROTRANSMITTER_RELEASE_CYCLE	SLC5A7(1);FNBP1L(1),RIMS1(1)	10	1	6	2	0.0909090909091	0.25	3.12167770884233	0.375644994840041	0.938950897480154	0.266660732809137
REACTOME_P130CAS_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS	FGB(1);FGB(1),TLN1(1)	10	1	6	2	0.0909090909091	0.25	3.12167770884233	0.375644994840041	0.938950897480154	0.266660732809137
REACTOME_REMOVAL_OF_THE_FLAP_INTERMEDIATE	DNA2(1);POLA2(1),RPA1(1)	10	1	6	2	0.0909090909091	0.25	3.12167770884233	0.375644994840041	0.938950897480154	0.266660732809137
REACTOME_SEMA3A_PLEXIN_REPULSION_SIGNALING_BY_INHIBITING_INTEGRIN_ADHESION	FES(1);RRAS(1),TLN1(1)	10	1	6	2	0.0909090909091	0.25	3.12167770884233	0.375644994840041	0.938950897480154	0.266660732809137
REACTOME_SEMA4D_IN_SEMAPHORIN_SIGNALING	ARHGEF12(1),SEMA4D(1);ERBB2(1),RRAS(1)	10	1	6	2	0.0909090909091	0.25	3.12167770884233	0.375644994840041	0.938950897480154	0.266660732809137
REACTOME_STRIATED_MUSCLE_CONTRACTION	TNNI2(1);MYL1(1),MYL2(1)	10	1	6	2	0.0909090909091	0.25	3.12167770884233	0.375644994840041	0.938950897480154	0.266660732809137
ST_JNK_MAPK_PATHWAY	MAP3K9(1);MAP3K9(1),MYEF2(1)	10	1	6	2	0.0909090909091	0.25	3.12167770884233	0.375644994840041	0.938950897480154	0.266660732809137
ST_MYOCYTE_AD_PATHWAY	RHO(1);CAV3(1),ITPR1(1),ITPR2(1)	10	1	6	2	0.0909090909091	0.25	3.12167770884233	0.375644994840041	0.938950897480154	0.266660732809137
REACTOME_GPCR_LIGAND_BINDING	ADORA2B(1),ADRA1B(2),ADRA2C(1),AGTR1(1),C3AR1(1),CCR5(1),CXCR3(1),DRD1(1),DRD4(2),GLP1R(1),RHO(1),TAAR6(1),WNT2B(2);ADRA2C(4),AGTR1(1),CCL25(1),CCR6(1),CHRM5(1),F2R(1),FZD1(1),FZD7(1),GRM2(1),GRM7(1),MC2R(1),OPRL1(1),PROKR2(1),QRFPR(1),RLN3(2)	1	10	0	8	0.909090909091	1	NA	0.578947368421052	0.876171654230361	0.311330764802595
REACTOME_OLFACTORY_SIGNALING_PATHWAY	OR10S1(1),OR1F1(1),OR2AT4(1),OR4D10(1),OR51T1(1),OR5D16(1),OR5H6(2),OR5R1(1),OR5T3(2),OR6B3(1),OR6C76(1),OR8H2(1);OR10J1(1),OR1J4(2),OR2AT4(1),OR2C1(1),OR2M7(1),OR2T1(1),OR2T6(1),OR4B1(1),OR4F15(1),OR51F1(1),OR52D1(1),OR52N4(1),OR5H1(1),OR6C70(1),OR6K2(1),OR7A17(1),OR8D2(1),OR9Q1(1)	1	10	0	8	0.909090909091	1	NA	0.578947368421052	0.876171654230361	0.311330764802595
REACTOME_DIABETES_PATHWAYS	ADRA2C(1),BCHE(1),GLP1R(1),IDH3A(2),IGFBP2(1),NDUFA6(1),NDUFV1(1),PFKP(1),RPL7(2),RPS16(1),SUCLG2(1);ADCY5(1),ADRA2C(4),BCHE(1),CACNB3(1),ENO1(1),GAPDHS(1),ITPR1(1),ITPR2(1),NDUFA1(1),NDUFB8(1),PDX1(2),PFKFB1(1),RPL35A(1),SRP14(1),SUCLG1(1)	3	8	1	7	0.727272727273	0.875	2.50208683009272	0.425696594427245	0.779835841311451	0.330160445449787
REACTOME_SIGNALING_IN_IMMUNE_SYSTEM	CD96(1),COL1A1(1),ITGA4(2),MTOR(1),PF4V1(1),PIK3CA(2),PROC(1),PTPN6(1),RIPK3(1),TLR10(1),YES1(1);C1QB(1),C1R(1),CD274(1),COL1A2(1),ICAM3(1),IRF3(1),ITGA3(1),L1CAM(1),NFKB1(1),NFKB2(1),SIRPA(1),SLC7A6(1),TLR3(1),ULBP3(1)	3	8	1	7	0.727272727273	0.875	2.50208683009272	0.425696594427245	0.779835841311451	0.330160445449787
KEGG_ALZHEIMERS_DISEASE	CAPN1(1),NDUFA6(1),NDUFV1(1),PSEN2(3);CALML5(1),COX6A2(1),ITPR1(1),ITPR2(1),NDUFA1(1),NDUFB8(1),PSEN2(1)	6	5	3	5	0.454545454545	0.625	1.92732569454932	0.394974994046202	0.734692267056573	0.330167397317502
KEGG_MEASLES	CSNK2A2(1),OAS1(2),PIK3CA(2),PIK3R5(1),TNFRSF10A(1),TNFRSF10C(1);CCNE1(1),IFNAR1(1),IL2RA(1),IRF3(1),JAK2(1),NFKB1(1),RCHY1(1)	6	5	3	5	0.454545454545	0.625	1.92732569454932	0.394974994046202	0.734692267056573	0.330167397317502
REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS	ADRA1B(2),AGTR1(1),PIK3CA(2);AGTR1(1),CHRM5(1),F2R(1),ITPR1(1),ITPR2(1),PROKR2(1),QRFPR(1)	6	5	3	5	0.454545454545	0.625	1.92732569454932	0.394974994046202	0.734692267056573	0.330167397317502
REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION	CCNT1(2),CLP1(1),GTF2E2(2);CLP1(1),PABPN1(1),SUPT4H1(1),TAF1(1),TAF11(1)	6	5	3	5	0.454545454545	0.625	1.92732569454932	0.394974994046202	0.734692267056573	0.330167397317502
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	ITGA4(2),SGCA(1),TGFB2(1);CACNB3(1),ITGA3(1),ITGA7(1),MYL2(1)	7	4	4	4	0.363636363636	0.5	1.69829863722567	0.449432404540764	0.594395310482819	0.330167468658143
KEGG_TUBERCULOSIS	ARHGEF12(1),ATP6V1H(1),CYP27B1(1),LAMP2(1),SPHK1(1),TGFB2(1);CALML5(1),IL10RA(1),JAK2(1),NFKB1(1),SYK(1)	7	4	4	4	0.363636363636	0.5	1.69829863722567	0.449432404540764	0.594395310482819	0.330167468658143
REACTOME_GLUCOSE_REGULATION_OF_INSULIN_SECRETION	IDH3A(2),NDUFA6(1),NDUFV1(1),PFKP(1),SUCLG2(1);CACNB3(1),ENO1(1),GAPDHS(1),NDUFA1(1),NDUFB8(1),PFKFB1(1),SUCLG1(1)	7	4	4	4	0.363636363636	0.5	1.69829863722567	0.449432404540764	0.594395310482819	0.330167468658143
REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS	COL1A1(1),FGB(1),ITGA4(2);COL1A2(1),FGB(1),ICAM3(1),ITGA3(1),ITGA7(1),TLN1(1)	7	4	4	4	0.363636363636	0.5	1.69829863722567	0.449432404540764	0.594395310482819	0.330167468658143
KEGG_FOCAL_ADHESION	COL1A1(1),IGF1R(1),ILK(1),ITGA4(2),PIK3CA(2),PIK3R5(1),SHC2(1);CAV3(1),COL1A2(1),ERBB2(1),ITGA3(1),ITGA7(1),MYL2(1),PDGFRA(1),TLN1(1)	4	7	2	6	0.636363636364	0.75	1.666859299905	0.493808049535604	0.526124060280963	0.342919151877444
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	ARHGEF12(1),ITGA4(2),PIK3CA(2),PIK3R5(1),WASF1(1);APC2(1),ARAF(1),CHRM5(1),F2R(1),FGF13(1),FGFR2(1),ITGA3(1),ITGA7(1),MYL2(1),PDGFRA(1),PFN2(1),RRAS(1)	4	7	2	6	0.636363636364	0.75	1.666859299905	0.493808049535604	0.526124060280963	0.342919151877444
BIOCARTA_TPO_PATHWAY	MPL(1),PIK3CA(2);JAK2(1),MPL(2)	8	3	5	3	0.272727272727	0.375	1.56010065271436	0.506191950464397	0.473511654252867	0.355835363300732
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	ITGA4(2),SGCA(1);CACNB3(1),ITGA3(1),ITGA7(1)	8	3	5	3	0.272727272727	0.375	1.56010065271436	0.506191950464397	0.473511654252867	0.355835363300732
KEGG_BASAL_TRANSCRIPTION_FACTORS	GTF2E2(2),GTF2IRD1(1),TAF15(1);GTF2IRD1(1),TAF1(1),TAF11(1),TAF2(1)	8	3	5	3	0.272727272727	0.375	1.56010065271436	0.506191950464397	0.473511654252867	0.355835363300732
KEGG_DRUG_METABOLISM_CYTOCHROME_P450	FMO1(1),GSTO1(1),UGT1A3(2);ADH4(1),CYP3A7(1),GSTA2(1)	8	3	5	3	0.272727272727	0.375	1.56010065271436	0.506191950464397	0.473511654252867	0.355835363300732
KEGG_ECM_RECEPTOR_INTERACTION	COL1A1(1),ITGA4(2);COL1A2(1),ITGA3(1),ITGA7(1)	8	3	5	3	0.272727272727	0.375	1.56010065271436	0.506191950464397	0.473511654252867	0.355835363300732
KEGG_ENDOMETRIAL_CANCER	ILK(1),PIK3CA(2),PIK3R5(1);APC2(1),ARAF(1),ERBB2(1)	8	3	5	3	0.272727272727	0.375	1.56010065271436	0.506191950464397	0.473511654252867	0.355835363300732
KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM	GMPPB(1),MPI(1),PFKP(1);MPI(1),MTMR1(1),PFKFB1(1),PMM2(1)	8	3	5	3	0.272727272727	0.375	1.56010065271436	0.506191950464397	0.473511654252867	0.355835363300732
KEGG_MINERAL_ABSORPTION	CYBRD1(1),MT1G(2);ATP2B1(1),CLCN2(2)	8	3	5	3	0.272727272727	0.375	1.56010065271436	0.506191950464397	0.473511654252867	0.355835363300732
KEGG_P53_SIGNALING_PATHWAY	MDM2(3);CCNE1(1),PPM1D(1),RCHY1(1)	8	3	5	3	0.272727272727	0.375	1.56010065271436	0.506191950464397	0.473511654252867	0.355835363300732
KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION	IGF1R(1),PIK3CA(2),PIK3R5(1);ADCY5(1),ARAF(1),CDC25A(1)	8	3	5	3	0.272727272727	0.375	1.56010065271436	0.506191950464397	0.473511654252867	0.355835363300732
KEGG_PROTEIN_DIGESTION_AND_ABSORPTION	CELA2B(2),COL1A1(1);ACE2(1),COL1A2(1),SLC15A1(1)	8	3	5	3	0.272727272727	0.375	1.56010065271436	0.506191950464397	0.473511654252867	0.355835363300732
KEGG_RNA_TRANSPORT	EIF3A(1),EIF4G3(1),NUP155(1),THOC5(1);PABPC3(1),PABPC4L(2),UPF2(1)	8	3	5	3	0.272727272727	0.375	1.56010065271436	0.506191950464397	0.473511654252867	0.355835363300732
REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS	GSTO1(1),SLC2A3(1),SLC5A6(1);COASY(1),CYB5R3(1),SLC23A2(1)	8	3	5	3	0.272727272727	0.375	1.56010065271436	0.506191950464397	0.473511654252867	0.355835363300732
REACTOME_TELOMERE_MAINTENANCE	DNA2(1),HIST1H2AB(1),POLE2(1);HIST3H3(1),POLA2(1),RPA1(1)	8	3	5	3	0.272727272727	0.375	1.56010065271436	0.506191950464397	0.473511654252867	0.355835363300732
ST_B_CELL_ANTIGEN_RECEPTOR	BLNK(1),PIK3CA(2);NFKB1(1),NFKB2(1),SYK(1)	8	3	5	3	0.272727272727	0.375	1.56010065271436	0.506191950464397	0.473511654252867	0.355835363300732
ST_TUMOR_NECROSIS_FACTOR_PATHWAY	TRAF2(3);BAG4(1),NFKB1(1),NFKB2(1)	8	3	5	3	0.272727272727	0.375	1.56010065271436	0.506191950464397	0.473511654252867	0.355835363300732
BIOCARTA_ECM_PATHWAY	PIK3CA(2);MYL2(1),TLN1(1)	9	2	6	2	0.181818181818	0.25	1.46769640493625	0.574303405572756	0.359924234451439	0.405651268743248
BIOCARTA_GSK3_PATHWAY	PIK3CA(2);FZD1(1),NFKB1(1)	9	2	6	2	0.181818181818	0.25	1.46769640493625	0.574303405572756	0.359924234451439	0.405651268743248
BIOCARTA_IL12_PATHWAY	CCR5(1),CXCR3(1);IL18R1(1),JAK2(1)	9	2	6	2	0.181818181818	0.25	1.46769640493625	0.574303405572756	0.359924234451439	0.405651268743248
